id,user_id,product_id,quantity,order_date
1,16,66,3,2025-06-23
2,7,56,1,2025-05-26
3,82,88,3,2025-06-06
4,97,40,4,2025-06-19
5,66,57,4,2025-06-23
6,29,84,5,2025-06-12
7,7,8,1,2025-06-21
8,98,4,3,2025-06-06
9,4,54,5,2025-05-30
10,12,39,4,2025-06-19
11,95,62,3,2025-06-20
12,78,100,2,2025-05-27
13,24,39,1,2025-06-05
14,57,31,2,2025-05-30
15,78,88,5,2025-05-26
16,40,87,3,2025-06-09
17,49,65,1,2025-05-28
18,6,95,5,2025-06-07
19,60,90,4,2025-06-14
20,45,5,2,2025-06-01
21,98,20,5,2025-05-30
22,77,26,5,2025-06-17
23,100,35,1,2025-05-27
24,23,4,1,2025-06-03
25,62,89,1,2025-06-18
26,18,47,2,2025-06-10
27,11,82,2,2025-06-21
28,23,5,2,2025-06-09
29,2,23,1,2025-06-21
30,92,90,1,2025-06-20
31,55,8,4,2025-06-22
32,15,52,5,2025-06-17
33,19,70,1,2025-05-26
34,61,42,3,2025-06-16
35,4,3,4,2025-06-17
36,30,32,1,2025-06-11
37,97,83,4,2025-06-19
38,68,7,1,2025-06-01
39,36,39,4,2025-06-23
40,42,81,1,2025-06-01
41,14,91,1,2025-05-29
42,98,7,4,2025-06-22
43,50,24,1,2025-06-14
44,3,96,5,2025-06-13
45,70,3,1,2025-05-26
46,27,59,4,2025-06-06
47,67,17,4,2025-06-02
48,44,93,3,2025-06-09
49,57,76,2,2025-05-26
50,79,43,1,2025-06-06
51,98,7,4,2025-06-17
52,19,44,5,2025-06-02
53,49,27,3,2025-06-16
54,86,14,1,2025-06-18
55,88,53,5,2025-06-12
56,2,6,3,2025-05-28
57,27,36,5,2025-05-27
58,49,79,2,2025-06-02
59,20,91,4,2025-06-19
60,17,90,1,2025-06-09
61,18,62,1,2025-06-16
62,71,14,2,2025-06-15
63,51,25,3,2025-06-14
64,85,76,2,2025-06-16
65,47,84,1,2025-06-12
66,15,24,1,2025-05-31
67,49,87,5,2025-05-30
68,94,73,4,2025-06-12
69,66,7,1,2025-06-01
70,93,68,5,2025-06-06
71,93,3,5,2025-05-29
72,43,17,4,2025-06-06
73,60,91,3,2025-06-05
74,30,32,2,2025-05-30
75,34,98,2,2025-06-23
76,28,72,2,2025-05-28
77,62,84,5,2025-06-05
78,27,84,3,2025-06-04
79,45,81,5,2025-05-27
80,45,65,5,2025-06-16
81,31,21,2,2025-05-30
82,76,68,2,2025-06-19
83,24,39,3,2025-06-11
84,29,38,4,2025-06-23
85,59,80,5,2025-05-28
86,21,13,3,2025-06-07
87,49,8,4,2025-06-02
88,80,55,3,2025-06-01
89,17,100,1,2025-06-04
90,51,37,5,2025-06-17
91,96,78,2,2025-06-11
92,25,48,1,2025-06-07
93,15,87,5,2025-05-31
94,15,27,1,2025-06-22
95,79,36,2,2025-05-29
96,47,47,4,2025-06-13
97,67,2,5,2025-06-01
98,81,13,4,2025-05-26
99,74,45,1,2025-05-26
100,10,74,1,2025-06-18
101,3,26,1,2025-06-05
102,85,21,3,2025-06-22
103,61,89,3,2025-05-29
104,66,18,2,2025-06-23
105,81,10,4,2025-06-10
106,39,67,2,2025-06-21
107,63,53,4,2025-06-23
108,59,61,1,2025-06-03
109,27,53,4,2025-06-02
110,56,45,5,2025-06-18
111,89,44,3,2025-06-18
112,88,88,3,2025-06-16
113,25,84,5,2025-06-16
114,31,6,3,2025-05-30
115,33,39,1,2025-06-11
116,4,85,1,2025-06-09
117,6,22,5,2025-06-01
118,78,10,1,2025-06-16
119,86,67,2,2025-06-02
120,100,42,4,2025-05-29
121,84,17,4,2025-06-06
122,59,18,5,2025-06-17
123,32,82,1,2025-06-02
124,22,17,4,2025-06-19
125,88,70,4,2025-06-22
126,79,77,4,2025-06-23
127,19,74,2,2025-06-09
128,15,20,2,2025-06-04
129,38,73,4,2025-05-31
130,36,76,4,2025-05-28
131,74,24,1,2025-06-22
132,57,19,4,2025-06-23
133,67,30,5,2025-06-07
134,51,26,5,2025-06-16
135,6,95,3,2025-06-18
136,21,51,2,2025-06-23
137,100,16,3,2025-06-02
138,30,36,2,2025-05-26
139,65,58,3,2025-06-21
140,89,34,4,2025-06-11
141,41,57,5,2025-06-02
142,6,70,1,2025-06-17
143,14,28,4,2025-06-10
144,23,78,4,2025-05-26
145,64,45,1,2025-06-22
146,11,99,1,2025-06-19
147,25,84,1,2025-06-17
148,53,97,2,2025-06-04
149,99,37,4,2025-05-30
150,32,16,2,2025-06-03
151,22,78,1,2025-05-30
152,60,95,4,2025-06-06
153,16,84,3,2025-06-02
154,2,66,3,2025-06-19
155,69,37,4,2025-06-10
156,46,75,1,2025-05-28
157,34,18,2,2025-06-20
158,48,3,1,2025-05-27
159,25,58,4,2025-06-16
160,13,80,2,2025-05-25
161,10,9,2,2025-06-15
162,71,3,3,2025-06-08
163,20,79,5,2025-06-22
