id,name,price,category_id
1,Consumer,264.49,2
2,Sometimes,730.65,2
3,Memory,857.02,7
4,Growth,601.13,3
5,Term,438.58,6
6,Challenge,134.55,10
7,Need,521.14,4
8,Leader,702.09,10
9,Someone,320.65,2
10,Alone,956.65,7
11,Air,885.13,4
12,Western,598.81,2
13,Open,461.19,3
14,Include,431.42,10
15,Serious,578.05,2
16,Upon,807.6,10
17,Development,628.38,5
18,Little,829.31,3
19,Season,937.02,7
20,Staff,636.99,5
21,Case,702.78,2
22,Heavy,611.4,7
23,Several,642.37,8
24,Phone,182.16,1
25,Little,815.13,5
26,Bad,793.57,4
27,Floor,758.11,4
28,Activity,64.08,3
29,Close,908.42,8
30,Poor,304.58,9
31,Nearly,424.62,1
32,Oil,996.22,9
33,Control,30.85,7
34,Nothing,360.88,3
35,Marriage,978.43,7
36,Sport,128.57,10
37,Identify,710.49,5
38,Something,266.23,5
39,Citizen,393.15,9
40,Mention,589.58,1
41,Safe,552.77,7
42,Consumer,146.38,9
43,Purpose,439.04,9
44,Nature,368.03,5
45,Happy,648.35,6
46,Reveal,813.16,1
47,Test,57.22,6
48,Democrat,286.52,4
49,Audience,214.82,6
50,Family,404.55,2
51,Provide,635.78,2
52,Send,743.53,8
53,Would,141.82,5
54,Husband,983.78,10
55,Life,209.33,6
56,Whose,933.5,7
57,History,13.6,9
58,Mean,848.04,8
59,Sing,919.11,2
60,Through,894.18,9
61,Alone,201.22,5
62,Other,507.56,6
63,Have,742.77,7
64,Religious,379.6,5
65,Along,723.21,2
66,Small,801.4,9
67,Fine,280.62,7
68,About,133.77,10
69,Like,398.12,2
70,Financial,663.8,1
71,Challenge,883.46,2
72,Able,741.41,3
73,Executive,114.02,4
74,Service,104.58,8
75,Eat,450.42,6
76,Huge,58.17,9
77,Research,634.91,1
78,Force,41.42,9
79,Generation,238.82,1
80,Rest,522.74,2
81,Natural,57.98,7
82,Best,947.88,8
83,Sometimes,486.54,5
84,Responsibility,583.15,3
85,Design,260.69,7
86,Pay,765.55,8
87,Our,179.07,7
88,Lay,646.05,10
89,Itself,731.2,9
90,Whole,960.19,10
91,Civil,606.64,6
92,Morning,592.95,2
93,Listen,771.38,8
94,Mind,581.48,5
95,Foot,786.31,8
96,Themselves,443.24,9
97,Guess,160.48,4
98,Meet,932.47,4
99,Loss,576.74,7
100,College,504.99,9
101,Sing,812.69,10
102,Nature,690.03,8
103,Would,480.14,1
104,Affect,197.67,10
105,Over,275.02,3
106,Bring,324.77,7
107,Adult,252.15,5
108,Or,139.53,7
109,Reduce,430.36,9
110,Medical,362.4,8
111,Rate,179.61,7
112,Spend,110.92,10
113,Stop,684.62,5
114,Grow,110.71,3
115,Soldier,476.33,10
116,Pick,823.96,2
117,Run,724.59,2
118,Short,90.66,9
119,Say,401.53,10
120,Thousand,219.69,5
121,Common,975.74,3
122,Thus,778.53,10
123,Responsibility,26.05,1
124,Draw,531.83,2
125,Law,695.67,7
126,They,664.41,10
127,Modern,93.71,3
128,Trip,275.58,3
129,Statement,501.72,6
130,Standard,124.32,6
131,Join,94.88,2
132,Father,863.04,6
133,Attack,234.11,10
134,Several,900.03,9
135,Color,471.37,7
136,Bed,788.4,3
137,Space,807.07,5
138,Down,984.39,6
139,Concern,869.29,1
140,Still,149.45,8
141,This,737.45,1
142,Tend,401.74,8
143,Mention,673.48,2
144,Kitchen,456.74,2
145,Meeting,920.47,1
146,Hot,636.14,9
147,Have,39.74,7
148,Fire,388.12,7
149,Light,875.53,4
150,Hour,986.51,4
151,Affect,500.99,8
152,Fund,637.87,7
153,Represent,637.83,1
154,Benefit,570.58,7
155,Any,399.13,4
156,Evidence,666.49,4
157,Involve,157.61,1
158,Box,902.79,4
159,Smile,819.26,1
160,Effort,399.61,1
161,Experience,728.34,6
162,Another,621.22,7
163,Single,453.24,7
164,Support,932.69,5
165,Fund,968.65,1
166,Visit,154.78,3
167,Sell,181.44,7
168,Street,753.5,8
169,Check,986.6,10
170,Hit,472.12,10
171,President,324.83,10
172,Democrat,242.53,3
173,Loss,957.86,8
174,Ago,638.65,6
175,Wall,932.56,8
176,Pick,525.73,5
177,Team,722.08,4
178,Course,891.38,3
179,In,592.98,8
180,Long,722.97,6
181,Usually,509.42,4
182,International,933.66,5
183,Policy,988.41,9
184,Agent,263.12,6
185,Tell,711.37,5
186,Arrive,437.88,6
187,Other,679.64,6
188,Affect,255.95,3
189,Control,323.86,8
190,Number,171.57,3
191,To,674.37,4
192,Consider,770.73,9
193,Group,622.9,1
194,Machine,563.05,8
195,Too,922.46,6
196,Form,372.55,2
197,Could,930.08,6
198,Performance,965.38,7
199,Keep,661.38,3
200,Chance,414.3,1
201,Smile,612.72,6
202,Democrat,18.41,8
203,Discover,236.67,2
204,Job,912.72,8
205,Free,17.91,5
206,Me,823.41,2
207,Several,74.56,9
208,Natural,16.76,4
209,Eye,295.04,1
210,Politics,43.58,5
211,Bad,310.24,5
212,Forward,167.56,7
213,Particular,121.2,2
214,Poor,893.96,7
215,Not,325.59,5
216,Past,679.11,10
217,Religious,866.27,5
218,Believe,795.99,10
219,Wife,702.76,4
220,Woman,578.28,6
221,Conference,586.06,2
222,No,322.08,3
223,Collection,74.85,10
224,Before,405.07,1
225,Region,923.7,10
226,How,31.53,6
227,Rule,346.99,5
228,Base,607.71,10
229,Instead,844.08,10
230,All,313.4,9
231,Never,705.26,10
232,Crime,243.88,7
233,Fish,913.95,8
234,Bar,66.67,7
235,Whom,365.13,4
236,Water,531.44,2
237,Prevent,818.51,7
238,A,40.14,10
239,Minute,931.44,6
240,Growth,477.81,7
241,Community,771.46,2
242,Practice,341.16,5
243,Newspaper,704.77,9
244,Large,886.69,5
245,Stop,770.29,9
246,How,354.35,9
247,Traditional,109.07,3
248,Shake,791.56,9
249,But,261.77,9
250,Food,666.06,6
251,Hear,380.37,7
252,Open,88.01,7
253,Suddenly,345.83,9
254,Professional,115.59,9
255,Beautiful,157.69,7
256,Ever,149.46,8
257,Answer,838.19,10
258,Party,641.52,5
259,About,333.3,5
260,Act,926.59,4
261,Experience,475.17,6
262,Write,188.68,6
263,Teach,584.06,9
264,Bill,209.87,1
265,Build,424.63,2
266,Image,451.52,9
267,Agency,568.84,3
268,Nation,710.97,3
269,Draw,878.02,2
270,Budget,989.67,7
271,Dark,665.64,7
272,War,192.53,8
273,Treatment,114.71,7
274,Difficult,96.51,9
275,Culture,778.05,4
276,Activity,266.89,5
277,Bad,198.59,4
278,Fund,791.09,5
279,Outside,907.04,6
280,Month,503.32,7
281,Give,611.64,3
282,Cost,964.47,10
283,Benefit,511.56,5
284,Against,657.71,8
285,Together,366.85,6
286,Fast,421.26,7
287,Point,817.26,1
288,Lawyer,590.15,5
289,Resource,573.77,6
290,Product,978.27,8
291,So,470.46,9
292,Benefit,822.66,9
293,Despite,492.6,1
294,Often,117.15,9
295,By,371.49,10
296,Activity,268.03,10
297,Them,703.08,1
298,Place,107.76,10
299,One,405.07,1
300,Interview,606.15,4
301,Authority,208.89,2
302,Happy,31.03,5
303,Keep,947.21,3
304,Year,732.07,10
305,Vote,170.36,9
306,Phone,269.32,3
307,Determine,779.74,3
308,Summer,40.94,6
309,Goal,147.17,7
310,Early,91.38,6
311,Base,304.1,10
312,Ball,814.85,7
313,Note,845.05,1
314,Modern,26.12,5
315,Analysis,918.9,5
316,Likely,115.65,4
317,Seem,935.04,2
318,Choose,626.1,4
319,Seat,715.88,1
320,Teach,968.24,2
321,Huge,24.46,10
322,Woman,321.47,4
323,Manage,240.47,9
324,But,203.02,9
325,Car,863.39,4
326,Far,785.63,1
327,Able,885.76,2
328,Congress,790.71,2
329,Process,426.07,9
330,But,880.0,9
331,Decision,430.99,5
332,Prevent,993.26,2
333,Care,460.01,6
334,Pull,149.83,2
335,Live,496.69,4
336,Population,422.73,8
337,Power,405.61,10
338,Environment,60.81,2
339,Student,73.49,2
340,Half,316.15,4
341,Question,117.86,1
342,Story,248.11,3
343,Check,746.53,7
344,Power,61.79,2
345,Likely,802.52,7
346,Real,208.54,5
347,Market,64.32,8
348,About,46.76,5
349,Suggest,557.04,7
350,Before,642.59,4
351,Quickly,177.18,3
352,Enter,565.11,10
353,News,142.23,10
354,Activity,513.72,4
355,Month,693.75,2
356,Allow,548.28,9
357,Policy,933.24,9
358,Sort,627.83,10
359,Sing,298.15,6
360,But,134.68,9
361,Entire,485.45,10
362,Nothing,749.83,3
363,Front,771.7,9
364,Particular,908.23,4
365,Attack,837.98,10
366,Itself,623.97,5
367,Total,494.08,1
368,Serve,746.91,2
369,Kind,261.47,6
370,Trouble,844.92,5
371,Way,310.44,5
372,Similar,357.78,2
373,Research,613.09,7
374,Interest,567.14,8
375,Reflect,760.13,8
376,Recent,890.06,8
377,Fund,376.27,7
378,Never,891.42,4
379,Central,953.3,9
380,Rate,203.39,8
381,Moment,55.53,10
382,Want,556.9,6
383,Environment,612.68,8
384,No,935.85,1
385,Onto,373.84,3
386,Military,313.06,2
387,Tough,298.42,7
388,Project,330.47,9
389,Smile,978.17,5
390,Good,319.18,9
391,Institution,753.76,2
392,Until,490.99,6
393,Bank,663.46,2
394,Forward,743.27,10
395,Interview,922.34,8
396,Carry,538.66,5
397,Teach,483.62,10
398,Bar,698.64,3
399,Quite,714.06,6
400,Possible,904.74,6
401,Brother,872.07,10
402,However,330.92,2
403,From,643.21,1
404,Rich,27.15,3
405,Call,623.38,10
406,Try,560.33,10
407,Say,17.26,5
408,Pm,906.09,5
409,Option,297.39,3
410,Direction,892.39,1
411,Future,517.27,6
412,Deal,188.11,10
413,Water,16.1,5
414,Product,498.45,3
415,Interview,176.53,3
416,Exist,293.46,9
417,Century,335.11,6
418,Marriage,267.15,3
419,Writer,758.5,2
420,Color,227.95,10
421,Conference,612.74,3
422,Experience,480.21,7
423,See,349.23,2
424,Argue,656.97,9
425,Develop,902.72,4
426,Main,212.94,1
427,Piece,408.7,4
428,Religious,579.17,10
429,Official,726.2,7
430,Glass,856.27,3
431,Near,532.52,9
432,National,825.68,3
433,Everyone,33.5,6
434,Behavior,251.19,2
435,Cost,119.97,10
436,Season,493.16,4
437,His,582.06,5
438,Role,439.49,6
439,Lot,799.3,2
440,Believe,380.09,3
441,Shoulder,144.94,7
442,Yet,236.45,7
443,Kid,646.93,4
444,Be,421.67,7
445,Example,250.59,3
446,Various,159.45,4
447,Everyone,352.53,10
448,Fine,193.53,9
449,So,844.43,6
450,Lawyer,752.44,7
451,Teacher,496.11,3
452,Look,314.58,9
453,Office,453.4,5
454,Past,398.56,5
455,War,879.88,6
456,Reduce,342.57,10
457,Somebody,663.19,10
458,Inside,765.79,3
459,He,445.55,5
460,Here,828.93,8
461,Child,279.46,7
462,Morning,840.58,8
463,Price,768.0,1
464,Unit,709.55,9
465,Agency,997.16,6
466,Themselves,459.58,3
467,Thing,258.42,10
468,Tonight,989.6,1
469,Prepare,251.81,6
470,His,390.55,4
471,My,32.49,4
472,Identify,467.53,9
473,As,717.73,9
474,Woman,424.72,5
475,Education,350.05,7
476,See,699.9,2
477,Suggest,602.27,2
478,Response,345.96,1
479,Feeling,649.33,4
480,Dinner,260.68,7
481,Letter,845.1,10
482,Reflect,547.27,2
483,Produce,13.72,2
484,Guy,237.29,2
485,Food,474.77,4
486,Imagine,222.56,10
487,Bed,76.17,7
488,Car,711.66,9
489,Social,814.79,5
490,Head,81.42,3
491,Son,15.33,5
492,Whether,795.27,2
493,Rise,834.32,7
494,Yourself,642.98,6
495,Here,413.07,10
496,Young,585.68,8
497,Politics,477.23,3
498,Member,298.13,1
499,Drug,880.5,4
500,Speak,360.29,3
501,House,851.36,2
502,Debate,688.41,9
503,Son,159.58,10
504,Skin,407.12,3
505,My,415.05,8
506,Just,994.33,6
507,Baby,114.28,7
508,Start,608.01,10
509,Party,12.18,7
510,Wrong,180.03,6
511,Tough,741.34,4
512,Modern,483.5,5
513,Moment,76.71,3
514,Relationship,961.94,1
515,Though,204.06,3
516,Involve,494.42,2
517,Single,38.07,3
518,Food,490.33,9
