id,order_id,amount,method
1,16,288.11,paypal
2,87,891.09,paypal
3,80,813.94,bank_transfer
4,100,694.68,credit_card
5,2,960.23,paypal
6,5,765.85,bank_transfer
7,92,755.07,credit_card
8,99,253.37,paypal
9,96,477.64,paypal
10,20,948.62,bank_transfer
11,31,820.88,credit_card
12,66,688.38,bank_transfer
13,43,409.24,bank_transfer
14,43,96.67,paypal
15,91,673.33,credit_card
16,7,121.86,credit_card
17,46,378.47,paypal
18,3,414.04,bank_transfer
19,81,432.78,credit_card
20,84,996.51,bank_transfer
21,20,435.6,credit_card
22,88,641.37,bank_transfer
23,5,521.67,credit_card
24,16,180.31,paypal
25,68,33.74,bank_transfer
26,98,244.91,paypal
27,59,889.46,credit_card
28,68,395.26,credit_card
29,31,938.42,credit_card
30,53,98.85,bank_transfer
31,54,874.85,credit_card
32,61,982.22,credit_card
33,93,600.12,paypal
34,89,584.75,bank_transfer
35,54,897.62,credit_card
36,69,576.09,paypal
37,66,811.91,bank_transfer
38,57,839.33,credit_card
39,55,758.35,bank_transfer
40,88,239.75,bank_transfer
41,80,883.74,credit_card
42,30,699.96,credit_card
43,29,54.36,paypal
44,77,156.66,paypal
45,70,502.44,credit_card
46,34,443.49,bank_transfer
47,3,388.31,paypal
48,92,243.08,credit_card
49,46,479.59,bank_transfer
50,41,394.52,paypal
51,90,376.66,paypal
52,8,756.27,bank_transfer
53,61,994.44,credit_card
54,81,961.79,bank_transfer
55,73,145.84,credit_card
56,79,838.54,credit_card
57,94,292.04,credit_card
58,42,638.31,bank_transfer
59,7,515.49,credit_card
60,76,277.81,paypal
61,93,680.77,credit_card
62,90,203.26,bank_transfer
63,12,943.8,bank_transfer
64,7,490.04,bank_transfer
65,57,612.54,paypal
66,52,133.04,credit_card
67,64,360.08,credit_card
68,58,417.47,bank_transfer
69,62,74.39,credit_card
70,21,438.08,bank_transfer
71,95,826.71,credit_card
72,17,563.98,bank_transfer
73,1,437.86,bank_transfer
74,70,762.06,bank_transfer
75,59,768.12,bank_transfer
76,44,567.85,paypal
77,30,854.17,bank_transfer
78,33,510.3,paypal
79,15,244.81,credit_card
