id,order_id,amount,method
1,66,513.47,paypal
2,88,21.67,bank_transfer
3,85,428.68,paypal
4,78,884.07,bank_transfer
5,78,701.45,bank_transfer
6,89,163.84,credit_card
7,45,623.73,bank_transfer
8,84,448.74,bank_transfer
9,37,346.28,credit_card
10,83,199.06,bank_transfer
11,28,430.07,credit_card
12,4,39.43,paypal
13,53,578.88,paypal
14,71,229.82,credit_card
15,37,304.85,paypal
16,79,481.79,bank_transfer
17,33,681.78,bank_transfer
18,5,923.55,credit_card
19,88,906.45,credit_card
20,44,109.52,credit_card
21,47,812.13,bank_transfer
22,7,146.03,credit_card
23,83,427.22,credit_card
24,3,522.43,paypal
25,37,46.99,credit_card
26,13,481.49,credit_card
27,13,184.67,paypal
28,27,255.02,bank_transfer
29,58,736.11,credit_card
30,70,25.23,paypal
31,14,900.89,bank_transfer
32,90,90.81,bank_transfer
33,83,885.69,credit_card
34,25,784.01,paypal
35,81,645.32,paypal
36,99,402.84,paypal
37,72,686.37,credit_card
38,76,953.95,credit_card
39,18,412.87,credit_card
40,56,781.44,credit_card
41,97,795.21,bank_transfer
42,85,78.77,bank_transfer
43,55,413.15,bank_transfer
44,19,822.42,paypal
45,30,555.72,bank_transfer
46,33,895.17,bank_transfer
47,48,733.3,credit_card
48,58,126.46,paypal
49,35,47.45,bank_transfer
50,97,732.16,bank_transfer
51,47,708.74,bank_transfer
52,81,362.02,paypal
53,67,726.63,paypal
54,4,763.09,bank_transfer
55,3,617.25,bank_transfer
56,21,419.56,paypal
57,5,45.47,paypal
58,50,469.03,credit_card
59,85,391.2,paypal
60,77,791.95,paypal
61,39,402.59,bank_transfer
62,56,740.92,bank_transfer
63,50,595.76,credit_card
64,80,527.43,paypal
65,4,509.84,credit_card
66,90,313.21,bank_transfer
67,40,251.95,paypal
68,53,300.1,bank_transfer
69,18,851.52,paypal
70,89,437.7,bank_transfer
71,71,526.48,credit_card
72,37,816.51,paypal
73,61,499.76,paypal
74,66,528.56,credit_card
75,42,698.3,credit_card
76,43,74.46,credit_card
77,9,817.14,bank_transfer
78,92,845.43,credit_card
79,59,358.2,credit_card
80,40,424.54,bank_transfer
81,13,790.38,bank_transfer
82,45,811.76,credit_card
83,62,231.93,paypal
84,78,434.37,bank_transfer
85,62,902.17,credit_card
86,8,561.23,credit_card
87,48,461.84,credit_card
88,64,319.86,bank_transfer
89,94,623.99,bank_transfer
90,73,291.42,credit_card
91,3,398.21,credit_card
92,53,43.56,credit_card
93,38,237.62,bank_transfer
94,21,726.18,credit_card
95,60,864.39,paypal
96,74,955.84,paypal
97,85,413.62,paypal
98,6,295.29,credit_card
99,4,157.49,paypal
100,48,351.11,credit_card
101,58,947.38,bank_transfer
102,33,725.52,paypal
103,25,412.05,bank_transfer
104,70,849.36,paypal
105,9,990.62,bank_transfer
106,86,774.05,bank_transfer
107,95,959.14,credit_card
108,4,891.89,paypal
109,69,116.2,paypal
110,82,580.34,credit_card
111,14,723.31,credit_card
112,59,410.39,credit_card
113,61,995.5,paypal
114,66,859.04,bank_transfer
115,36,797.63,credit_card
116,59,774.02,credit_card
117,94,859.53,credit_card
118,36,56.62,paypal
119,12,139.94,credit_card
120,35,136.87,paypal
121,20,835.11,paypal
122,20,490.29,bank_transfer
123,39,54.68,bank_transfer
124,95,445.62,credit_card
125,20,979.23,paypal
126,65,719.6,bank_transfer
127,63,709.99,paypal
128,1,489.82,paypal
129,55,717.14,paypal
130,60,631.65,paypal
131,69,217.18,bank_transfer
132,41,648.28,paypal
133,86,475.38,paypal
134,10,613.48,credit_card
135,22,712.99,paypal
136,81,253.08,bank_transfer
137,12,276.82,credit_card
138,91,599.05,bank_transfer
139,5,832.12,bank_transfer
140,57,36.6,paypal
141,5,459.86,bank_transfer
142,27,85.88,bank_transfer
143,40,857.77,bank_transfer
144,9,803.1,bank_transfer
145,15,384.3,credit_card
146,98,833.41,credit_card
147,39,908.71,bank_transfer
148,40,171.63,paypal
149,91,315.67,paypal
150,99,315.67,bank_transfer
151,70,324.81,credit_card
152,10,325.15,paypal
153,2,957.05,credit_card
154,83,725.65,bank_transfer
155,89,67.81,paypal
156,27,252.96,credit_card
157,59,261.75,bank_transfer
158,99,732.91,paypal
159,99,226.84,paypal
160,78,957.98,bank_transfer
161,100,344.51,credit_card
162,14,310.45,bank_transfer
163,10,23.19,bank_transfer
164,9,223.91,credit_card
165,96,66.25,paypal
166,92,833.88,paypal
167,15,653.3,paypal
168,39,758.46,paypal
169,85,696.47,credit_card
170,26,509.56,bank_transfer
171,32,199.42,credit_card
172,95,412.13,credit_card
173,65,476.61,paypal
174,88,662.9,bank_transfer
175,91,451.67,paypal
176,29,995.54,bank_transfer
177,67,438.72,bank_transfer
178,34,884.38,credit_card
179,23,561.59,paypal
180,4,159.26,credit_card
