id,user_id,product_id,quantity,order_date
1,41,78,3,2025-06-18
2,91,71,2,2025-06-02
3,23,19,2,2025-06-09
4,31,35,4,2025-06-12
5,55,63,2,2025-06-16
6,75,66,3,2025-05-27
7,46,61,3,2025-06-04
8,75,45,4,2025-05-26
9,39,53,1,2025-06-19
10,91,80,1,2025-06-14
11,32,70,3,2025-06-11
12,33,63,5,2025-06-14
13,99,69,2,2025-06-11
14,61,64,1,2025-06-12
15,7,74,4,2025-06-01
16,11,99,1,2025-06-06
17,31,23,5,2025-06-22
18,89,47,5,2025-06-18
19,98,75,4,2025-06-08
20,3,26,4,2025-06-23
21,99,55,1,2025-06-05
22,51,72,1,2025-05-28
23,3,85,3,2025-06-19
24,91,27,5,2025-05-25
25,88,73,4,2025-06-10
26,59,96,2,2025-06-09
27,17,29,3,2025-05-27
28,99,60,4,2025-06-03
29,45,52,3,2025-06-20
30,7,89,3,2025-06-07
31,48,9,1,2025-06-22
32,22,45,3,2025-05-28
33,69,15,2,2025-06-23
34,96,63,3,2025-06-16
35,90,7,3,2025-06-12
36,17,11,3,2025-06-17
37,54,41,5,2025-06-14
38,66,87,3,2025-06-20
39,29,45,5,2025-05-29
40,8,14,2,2025-06-22
41,24,37,5,2025-06-22
42,91,29,1,2025-05-30
43,75,52,1,2025-05-29
44,74,74,2,2025-05-29
45,43,68,1,2025-06-05
46,76,11,4,2025-06-06
47,9,29,3,2025-05-28
48,30,39,4,2025-06-02
49,65,60,5,2025-05-29
50,60,40,2,2025-06-10
51,4,41,4,2025-06-03
52,71,70,1,2025-06-12
53,84,74,2,2025-06-15
54,54,97,4,2025-06-19
55,98,96,4,2025-06-17
56,29,95,3,2025-06-18
57,38,69,4,2025-06-06
58,63,15,3,2025-06-15
59,81,11,3,2025-06-08
60,17,4,4,2025-05-31
61,30,63,5,2025-06-12
62,33,19,3,2025-06-12
63,72,67,4,2025-06-12
64,17,61,4,2025-06-22
65,13,83,5,2025-06-08
66,53,26,2,2025-06-12
67,80,74,4,2025-06-22
68,64,7,1,2025-06-15
69,90,79,5,2025-06-23
70,20,35,1,2025-06-11
71,91,6,4,2025-05-29
72,19,47,1,2025-06-09
73,55,88,3,2025-06-18
74,20,69,2,2025-06-19
75,25,23,4,2025-06-08
76,48,87,1,2025-06-14
77,81,18,2,2025-06-11
