id,order_id,amount,method
1,88,794.94,bank_transfer
2,33,104.99,paypal
3,39,526.9,bank_transfer
4,63,874.96,credit_card
5,68,130.82,bank_transfer
6,57,343.6,credit_card
7,62,25.54,bank_transfer
8,27,749.11,credit_card
9,45,758.26,bank_transfer
10,18,160.33,paypal
11,87,190.33,paypal
12,3,491.54,credit_card
13,88,957.52,paypal
14,56,170.87,credit_card
15,48,177.53,credit_card
16,78,140.58,paypal
17,10,319.19,paypal
18,86,993.99,bank_transfer
19,57,637.96,paypal
20,57,450.06,bank_transfer
21,16,108.05,credit_card
22,15,229.09,paypal
23,100,880.43,paypal
24,9,404.19,bank_transfer
25,43,717.57,bank_transfer
26,28,849.39,bank_transfer
27,100,891.82,bank_transfer
28,75,88.9,bank_transfer
29,65,579.2,paypal
30,3,686.36,credit_card
31,10,645.99,paypal
32,96,323.15,paypal
33,14,199.19,paypal
34,8,732.61,credit_card
35,72,843.75,paypal
36,81,625.01,credit_card
37,78,447.15,paypal
38,24,181.75,bank_transfer
39,44,490.4,paypal
40,38,903.28,paypal
41,1,562.38,credit_card
42,16,827.04,bank_transfer
43,6,386.34,bank_transfer
44,62,771.41,credit_card
45,42,691.68,paypal
46,95,696.0,paypal
47,9,145.85,bank_transfer
48,96,846.77,credit_card
49,86,761.82,credit_card
50,36,47.51,credit_card
51,96,375.46,credit_card
52,19,207.66,credit_card
53,15,777.42,paypal
54,73,798.45,bank_transfer
55,51,336.5,bank_transfer
56,76,524.39,credit_card
57,15,484.49,credit_card
58,2,382.39,bank_transfer
59,9,32.7,bank_transfer
60,92,712.79,credit_card
61,33,442.77,paypal
62,9,518.35,credit_card
63,64,476.25,credit_card
64,53,572.2,paypal
65,16,642.56,credit_card
66,67,136.98,bank_transfer
67,30,510.95,credit_card
68,63,625.57,credit_card
69,13,205.67,credit_card
70,91,732.83,paypal
71,72,569.16,bank_transfer
72,83,824.77,credit_card
73,87,575.42,credit_card
74,55,58.01,bank_transfer
75,28,505.59,bank_transfer
76,88,837.78,paypal
77,68,584.94,credit_card
78,93,726.55,credit_card
79,82,198.19,credit_card
80,56,221.01,bank_transfer
81,59,997.16,paypal
82,36,237.56,bank_transfer
83,31,234.96,bank_transfer
84,45,351.19,credit_card
85,54,617.31,paypal
86,81,577.85,bank_transfer
87,26,583.16,bank_transfer
88,93,536.52,credit_card
89,47,748.74,bank_transfer
90,87,271.12,paypal
91,60,331.98,paypal
92,45,622.27,bank_transfer
93,16,829.13,paypal
94,5,343.52,bank_transfer
95,71,609.5,credit_card
96,96,116.09,credit_card
97,3,433.83,bank_transfer
98,68,293.54,bank_transfer
99,56,79.64,bank_transfer
100,73,789.9,paypal
101,34,902.81,credit_card
102,89,530.97,paypal
103,98,216.87,bank_transfer
104,37,41.55,credit_card
105,65,482.15,bank_transfer
