id,name,price,category_id
1,Though,906.78,7
2,Budget,144.62,2
3,Total,282.75,4
4,Rate,334.68,10
5,Sort,321.95,4
6,Magazine,907.58,9
7,Pattern,273.3,7
8,Full,152.97,10
9,Actually,578.76,1
10,Challenge,547.11,2
11,Generation,829.01,5
12,Sure,455.3,2
13,Would,921.36,9
14,Meet,815.69,3
15,Early,732.54,10
16,Benefit,256.15,8
17,Long,905.63,8
18,Billion,545.9,1
19,Least,484.33,5
20,Treatment,381.69,5
21,Back,662.35,5
22,Lawyer,840.43,5
23,Travel,947.14,4
24,Medical,145.24,7
25,Nor,709.08,6
26,Measure,395.82,10
27,Product,885.14,2
28,Huge,108.52,7
29,Especially,834.5,4
30,Where,161.27,5
31,Tell,28.13,8
32,Look,175.43,1
33,Maybe,83.44,8
34,Despite,733.2,5
35,Bank,304.45,4
36,Deal,175.86,8
37,Skin,177.89,6
38,Leave,451.19,2
39,Yes,707.22,5
40,Face,763.58,8
41,Rather,303.44,7
42,Perhaps,16.9,2
43,Camera,455.61,3
44,Discuss,812.82,6
45,Book,94.74,4
46,Age,145.37,3
47,Full,592.21,5
48,Outside,123.89,7
49,Woman,887.56,7
50,Then,496.3,4
51,Reduce,838.84,8
52,Challenge,538.18,1
53,Debate,755.07,10
54,Laugh,895.79,5
55,Worker,854.37,1
56,Past,264.51,1
57,Difference,347.18,10
58,Subject,677.72,2
59,If,42.92,8
60,Authority,645.24,3
61,Pattern,593.7,7
62,Movement,240.11,7
63,Each,132.21,2
64,Decide,157.7,1
65,However,428.74,1
66,Husband,266.1,1
67,Heavy,401.16,1
68,Travel,231.16,5
69,City,412.12,4
70,Third,776.04,6
71,Save,73.65,10
72,Likely,737.95,5
73,Approach,836.23,7
74,Statement,474.24,10
75,Smile,545.2,2
76,Maybe,250.61,1
77,Half,252.93,4
78,Ten,81.98,8
79,Meet,629.52,5
80,Know,578.83,6
81,Evening,88.88,3
82,Debate,17.0,3
83,By,880.8,3
84,Air,259.25,8
85,Weight,842.26,5
86,Process,870.07,5
87,These,564.86,2
88,Others,904.03,9
89,I,332.07,5
90,Station,150.13,3
91,Ok,10.58,1
92,Window,133.51,7
93,Less,515.23,6
94,Not,78.22,3
95,Piece,113.46,1
96,Area,84.93,10
97,Source,693.89,6
98,Edge,316.02,6
99,Door,315.71,2
100,Yourself,263.04,7
101,Quality,135.24,2
102,Beyond,207.79,10
103,Job,90.28,2
104,Feeling,117.38,10
105,Future,672.98,6
106,Hour,306.37,2
107,Deep,385.88,4
108,Traditional,171.71,4
109,That,420.71,5
110,Suffer,512.45,5
111,Federal,447.29,5
112,Entire,150.3,1
113,Kid,333.17,8
114,Meeting,682.3,5
115,Figure,288.89,8
116,Occur,702.89,5
117,Drop,647.27,5
118,None,488.87,4
119,Culture,293.25,5
120,Letter,522.34,4
121,Magazine,716.45,4
122,Nothing,449.07,1
123,Medical,207.97,7
124,Son,611.01,8
125,Compare,678.03,3
126,Fear,350.97,5
127,Six,908.45,7
128,Natural,103.78,5
129,Receive,18.25,3
130,Economic,832.74,4
131,Wall,762.36,5
132,Suggest,813.0,3
133,Wait,202.4,4
134,History,663.18,8
135,Number,35.61,10
136,Week,373.79,8
137,Woman,721.69,3
138,Cup,373.88,10
139,Particular,266.38,5
140,Example,349.94,4
141,Total,765.78,1
142,Item,689.82,1
143,Create,636.15,3
144,Firm,144.05,3
145,Hold,459.11,8
146,Lot,715.55,7
147,Respond,869.63,3
148,Wide,667.07,6
149,Coach,464.65,3
150,Item,625.84,5
151,Stand,783.78,3
152,Out,700.22,7
153,Number,496.58,5
154,Key,490.92,10
155,Central,106.52,2
156,Senior,928.36,3
157,Sing,248.59,6
158,Suddenly,990.78,6
159,Drop,959.42,1
160,Trade,213.27,9
161,Before,921.9,6
162,Good,133.79,10
163,Leader,575.12,2
164,Recently,451.51,3
165,Few,139.49,3
166,Other,825.88,4
167,Alone,391.28,3
168,Never,669.66,4
169,When,273.44,3
170,Also,187.43,3
171,More,326.94,3
172,Somebody,478.65,1
173,South,62.4,10
174,Citizen,777.49,3
175,Ten,92.43,4
176,Threat,748.08,6
177,Seek,153.94,1
178,Dream,345.62,10
179,Himself,461.8,3
180,Those,158.69,6
181,Apply,946.96,1
182,Which,467.76,3
183,Pattern,534.02,9
184,Whose,928.63,3
185,Change,439.14,5
186,Sport,845.67,1
187,Stay,617.37,6
188,Everything,437.9,9
189,Indicate,936.7,3
190,Realize,810.89,4
191,Management,178.98,10
192,Less,341.62,3
193,Situation,612.66,7
194,Prove,333.77,1
195,Fill,640.22,9
196,Court,701.72,5
197,None,787.45,5
198,Act,678.72,9
199,North,438.25,10
200,Blue,414.09,3
201,Line,777.5,8
202,List,153.77,5
203,Who,629.28,6
204,Police,449.47,6
205,Nice,502.03,8
206,Share,571.8,8
207,Activity,207.63,7
208,Factor,275.68,7
209,Up,443.34,2
210,Total,599.51,7
211,Let,247.22,8
212,Low,901.05,9
213,Act,443.83,8
214,Major,717.5,3
215,Whole,518.55,8
216,Scene,665.21,6
217,Happen,914.44,1
218,Without,803.56,2
219,Thing,759.52,4
220,Raise,241.5,1
221,Million,662.18,6
222,Speech,242.21,6
223,Step,339.89,2
224,Commercial,741.49,5
225,Everyone,828.78,8
226,Study,426.48,2
227,Successful,390.27,8
228,Voice,224.92,9
229,Soldier,475.68,2
230,Whatever,141.48,7
231,Last,579.69,10
232,Foot,849.91,5
233,Trouble,976.71,5
234,Worry,970.17,4
235,Father,192.0,6
236,Itself,539.96,6
237,Drive,523.42,6
238,Always,135.53,7
239,Nothing,366.52,4
240,State,389.7,4
241,Old,760.56,8
242,White,581.21,7
243,Customer,473.08,4
244,Radio,573.81,5
245,Pass,79.83,3
246,Common,959.05,8
247,Participant,600.31,10
248,Will,795.64,1
249,Hit,472.01,7
250,Standard,11.4,5
251,Open,845.39,3
252,News,756.39,7
253,Pay,256.97,1
254,Sea,382.77,7
255,Low,882.72,2
256,Into,245.46,2
257,Keep,728.78,9
258,Night,577.31,9
259,Choice,286.78,6
260,Local,128.72,5
261,Standard,969.7,1
262,Maybe,426.63,10
263,Explain,384.99,8
264,Weight,50.2,4
265,Share,511.07,5
266,Writer,988.7,6
267,Send,811.32,6
268,Everyone,497.3,6
269,Expert,566.31,10
270,Ok,530.8,10
271,Important,205.01,1
272,Grow,497.4,2
273,Present,385.77,1
274,Plant,680.18,8
275,Party,17.37,7
276,Across,890.51,6
277,Capital,29.57,7
278,White,634.34,4
279,Service,77.8,7
280,Money,825.75,2
281,Land,756.39,3
282,Scientist,515.49,1
283,Scientist,732.18,3
284,Both,246.54,9
285,Seem,312.89,5
286,Sea,526.47,3
287,Choice,295.2,6
288,Marriage,56.24,2
289,Science,784.22,5
290,Speak,928.62,1
291,Idea,901.8,4
292,Attorney,29.7,10
293,Cup,54.31,5
294,Become,442.39,2
295,American,734.6,8
296,Value,569.23,5
297,Today,53.0,6
298,Ready,933.24,1
299,Read,966.74,10
300,Attack,100.45,3
301,Individual,146.56,9
302,Team,418.78,9
303,Color,478.78,5
304,Network,629.4,7
305,Senior,423.49,6
306,Economy,824.28,7
307,According,471.46,2
308,Have,614.81,1
309,Baby,332.74,7
310,Test,620.81,8
311,Us,295.34,7
312,Cup,158.68,3
313,Raise,612.6,6
314,Might,704.34,7
315,Entire,540.19,5
316,Develop,126.67,3
317,Least,417.81,8
318,Man,824.46,2
319,Training,53.67,6
320,Theory,302.68,9
321,Past,540.13,6
322,I,950.04,5
323,Any,519.34,1
324,Test,167.62,10
325,Ok,63.27,8
326,Painting,267.95,8
327,Quality,275.08,6
328,Teach,428.02,10
329,Wall,759.75,9
330,Institution,731.92,9
331,Camera,387.77,10
332,Describe,35.81,1
333,Easy,775.86,6
334,Owner,298.03,9
335,Point,703.01,2
336,According,709.31,10
337,For,97.06,4
338,Sort,835.31,8
339,My,96.82,8
340,High,715.17,1
341,Meet,56.02,2
342,Hair,703.87,7
343,Face,810.98,9
344,Pay,644.38,6
345,Write,225.9,5
346,Century,348.52,5
347,Center,25.15,1
348,Car,761.61,1
349,Record,208.64,5
350,Job,233.04,1
351,Future,342.47,1
352,Move,555.99,10
353,Serious,997.82,9
354,Bit,720.35,10
355,Since,873.78,2
356,Threat,286.29,7
357,Able,107.51,7
358,Half,419.94,7
359,Store,335.19,1
360,Lose,392.49,4
361,Politics,253.78,5
362,Week,977.8,2
363,Page,312.0,2
364,Born,48.87,3
365,None,924.11,3
366,Receive,567.34,3
367,Tree,76.93,4
368,Your,458.43,1
369,Later,134.66,8
370,Enjoy,779.49,7
371,Possible,857.0,5
372,Win,15.08,6
373,Consumer,442.75,4
374,Left,438.56,6
375,Side,257.34,1
376,Chance,375.88,1
377,Free,223.81,5
378,Dinner,921.69,6
379,Call,395.28,5
380,May,73.45,5
381,Pattern,835.11,9
382,Join,380.88,1
383,Three,669.35,10
384,But,149.13,2
385,Usually,723.52,10
386,Range,674.22,1
387,Produce,770.78,6
388,News,84.06,4
389,Senior,672.07,4
390,Strategy,406.37,8
391,Lose,233.06,6
392,Discussion,713.83,7
393,Threat,273.26,3
394,Direction,663.18,4
395,Pull,126.18,7
396,When,256.12,2
397,Establish,744.45,8
398,Instead,927.25,1
399,Response,295.44,6
400,Individual,608.26,5
401,Dog,626.0,2
402,Help,951.89,9
403,Add,854.0,10
404,Successful,76.17,8
405,Candidate,126.93,2
406,Serve,874.6,8
407,Ago,548.5,4
408,Assume,48.32,4
409,Many,606.07,8
410,Work,822.52,9
411,Successful,927.46,9
412,Time,336.93,6
413,Field,768.3,9
414,Space,331.89,8
415,They,837.17,4
416,Moment,428.4,6
417,Plant,364.87,3
418,Religious,143.72,2
419,Character,470.54,3
420,Month,381.1,8
421,Out,345.16,2
422,Impact,273.17,2
423,Court,909.29,3
424,Western,527.23,4
425,Little,427.61,5
426,Him,652.86,5
427,Free,507.61,8
428,Raise,381.12,3
429,Safe,138.17,7
430,Side,720.7,7
431,Policy,987.95,2
432,Color,134.98,9
433,Congress,268.72,10
434,While,885.5,5
435,Event,426.27,8
436,Later,190.9,9
437,Popular,924.82,1
438,Budget,874.94,7
439,Set,33.09,1
440,Professional,897.22,2
441,Recognize,709.82,1
442,Strategy,267.87,10
443,Great,752.9,10
444,Record,873.19,4
445,Those,732.4,2
446,Fall,127.62,2
447,Ask,55.77,6
448,Year,497.53,1
449,Picture,606.27,10
450,Play,903.15,8
451,Necessary,888.77,3
452,Husband,10.56,2
453,Fine,170.97,2
454,Fire,767.22,3
455,Enough,240.07,6
456,Heavy,367.97,10
457,Life,839.05,2
458,Beyond,193.14,9
459,Produce,815.92,6
460,Late,396.03,3
461,None,61.98,2
462,Fear,94.62,9
463,Assume,409.29,2
464,Cost,93.87,2
465,Issue,514.7,3
466,Red,835.66,5
467,School,469.82,7
468,Animal,109.97,9
469,Operation,306.96,6
470,Color,212.21,3
471,Watch,322.82,3
472,Guess,876.53,5
473,Billion,632.53,3
474,Reason,790.31,6
475,Practice,470.88,2
476,Air,337.17,6
477,Hand,908.3,2
478,Word,853.61,9
479,Option,597.17,9
480,Picture,626.64,10
481,Region,457.08,6
482,Include,60.09,5
483,Join,151.81,2
484,Always,391.51,6
485,Despite,626.76,5
486,Popular,393.47,9
487,Stand,890.71,9
488,Popular,706.18,6
489,Happy,874.93,9
490,Trouble,887.97,9
491,Attorney,363.5,2
492,Campaign,469.32,10
493,My,752.25,4
494,Tend,351.25,8
495,Long,50.56,6
496,Fire,290.47,9
497,Note,628.76,7
498,Source,179.34,9
499,Wife,722.12,1
500,Beyond,191.84,9
501,But,348.19,3
502,Hot,133.37,1
503,Pick,83.65,4
504,Yet,774.45,8
505,Large,856.56,10
506,Capital,807.12,4
507,Strategy,801.71,9
508,Maintain,300.76,4
509,Figure,35.1,2
510,Kind,94.1,6
511,Exist,517.99,1
512,Live,265.89,4
513,Really,999.22,1
514,Life,116.8,5
515,Major,930.08,4
516,Low,833.26,6
517,Reflect,928.08,6
518,Method,186.33,8
519,While,976.2,1
520,Inside,182.34,3
521,Others,478.55,4
522,Teacher,961.0,3
523,Price,663.95,8
524,Scene,828.29,8
525,Ten,458.7,9
526,Score,607.06,9
527,Set,622.35,8
528,About,139.3,8
529,Lot,621.79,1
530,Condition,968.11,4
531,Might,760.48,5
532,Officer,450.72,2
533,Music,627.38,1
534,Anything,326.25,7
535,View,778.74,1
536,Politics,841.08,1
537,Add,668.35,8
538,In,927.21,4
539,Response,759.52,4
540,Side,270.71,7
541,Son,450.92,3
542,Eye,45.1,10
543,South,981.77,1
544,Thing,180.7,3
545,Step,224.36,8
546,Decade,586.0,3
547,Miss,946.38,5
548,Notice,911.94,7
549,Very,829.64,10
550,Wall,869.17,5
551,Poor,592.12,1
552,Off,672.14,10
553,Act,862.03,8
554,Goal,67.53,6
555,Name,27.68,7
556,Leave,702.68,8
557,Tell,260.7,2
558,Third,913.52,5
559,Measure,195.27,6
560,Religious,655.12,8
561,Knowledge,49.84,10
562,Nice,123.65,10
563,Room,668.7,3
564,Behind,639.42,4
565,Save,88.74,5
566,That,523.09,9
567,Serve,425.39,3
568,Former,678.43,2
569,Religious,884.34,5
570,Doctor,126.91,3
571,Campaign,745.14,6
572,Meet,312.19,3
573,Here,52.76,5
574,Information,366.48,8
575,Painting,779.91,10
576,Per,883.2,7
577,Total,637.05,6
578,Else,922.0,2
579,Already,140.5,6
580,Fund,162.09,2
581,Country,616.86,6
582,Read,355.92,2
583,Always,232.08,8
584,Dinner,338.34,3
585,Stand,310.24,1
586,Cup,819.52,7
587,Manager,968.95,4
588,Simple,676.04,10
589,Church,444.3,6
590,Enjoy,695.64,5
591,Western,268.52,5
592,Respond,216.41,8
593,Tv,129.96,5
594,Tend,681.55,10
595,Head,629.41,8
596,Show,372.75,2
597,Look,559.32,2
598,Provide,530.91,6
599,Because,251.52,2
600,Run,64.13,5
601,Medical,970.02,5
602,Here,450.67,9
603,Walk,644.11,4
604,Expert,114.75,9
605,South,574.87,6
606,Short,696.35,8
607,Task,435.06,1
608,End,416.45,10
609,Team,230.35,2
610,Point,501.41,6
611,Suffer,865.22,6
612,Case,598.77,5
613,Win,17.12,4
614,Major,326.19,4
615,Me,644.16,1
616,Build,117.35,2
617,Artist,368.68,1
618,Shake,748.99,4
619,Around,438.62,7
620,Customer,138.63,7
621,Under,288.92,9
622,Change,985.74,9
623,Skill,144.36,9
624,Base,299.21,10
625,A,858.64,6
626,Certainly,139.72,2
627,Item,397.07,1
628,Professor,391.22,1
629,Far,943.99,9
630,Dream,512.83,8
631,Record,452.13,4
632,Base,776.66,2
633,City,829.83,10
634,Quickly,467.42,10
635,Its,466.25,3
636,Speak,360.75,8
637,Test,855.05,10
638,There,724.31,4
639,Animal,280.37,5
640,Middle,790.67,2
641,Partner,836.55,5
642,Economy,317.13,3
643,Owner,748.39,3
644,Late,28.09,7
645,And,737.1,3
646,Last,72.05,4
647,Blood,678.65,3
648,Exist,816.55,7
649,Side,136.85,6
650,Grow,935.53,8
651,Today,177.54,7
652,Research,402.98,10
653,Source,187.43,6
654,Letter,826.38,8
655,American,123.21,8
656,Scientist,835.75,10
657,Indeed,261.64,1
658,Member,619.14,3
659,Involve,563.02,2
660,Record,486.54,1
661,Politics,257.56,3
662,Quite,491.96,10
663,Brother,761.64,2
664,What,991.41,7
665,Upon,518.75,6
666,Decade,829.94,1
667,Another,480.2,5
668,Trial,892.04,3
669,Although,604.33,5
670,Republican,920.16,5
671,Get,957.92,7
672,Thank,662.94,10
673,Season,656.14,10
674,You,766.31,4
675,Peace,250.07,5
676,Current,65.69,2
677,Trade,21.72,2
678,Court,578.71,4
679,To,582.15,5
680,Line,393.96,6
681,Reason,944.13,3
682,Impact,182.29,7
683,Population,331.46,2
684,Art,843.78,9
685,Alone,512.82,1
686,Them,520.72,9
687,Skin,847.41,7
688,Treat,706.11,7
689,Two,845.89,7
690,Experience,528.97,10
691,Measure,24.46,8
692,Enter,451.52,6
693,Parent,482.47,3
694,Capital,527.12,9
695,City,772.61,2
696,Party,439.54,10
697,Hear,558.72,6
698,Compare,670.88,2
699,Same,536.93,5
700,Thank,188.45,7
701,Return,671.6,6
702,Idea,179.94,7
703,Write,71.86,3
704,Focus,500.71,10
705,Reason,451.81,8
706,Fire,125.41,4
707,Large,377.12,9
708,Outside,841.7,5
709,Amount,487.2,4
710,Story,234.38,8
711,Project,737.21,1
712,Side,529.76,9
713,Down,834.46,1
714,Question,578.82,1
715,Economic,913.67,8
716,Radio,968.32,6
717,Return,470.01,10
718,Summer,348.41,1
719,Government,286.78,5
720,Should,20.26,9
721,Rock,644.93,7
722,Option,750.12,10
723,So,218.89,6
724,Decade,248.43,7
725,Final,202.57,6
726,Cause,387.84,1
727,Them,207.39,10
728,Run,195.02,5
729,Trial,856.29,2
730,Exist,425.38,10
731,Better,347.47,6
732,Perform,528.35,1
733,Nature,380.73,6
734,Discuss,273.38,1
735,Win,925.78,8
736,Dream,52.28,8
737,Reach,147.13,8
738,Side,581.03,3
739,Later,166.13,3
740,American,486.02,8
741,Open,833.47,9
742,Enough,307.65,9
743,Pull,820.38,5
744,Article,842.72,8
745,Like,719.73,1
746,Listen,390.41,4
747,Stuff,186.35,8
748,Per,497.66,2
749,Development,785.09,3
750,Third,459.22,9
751,Clear,506.14,3
752,Picture,652.61,2
753,Good,617.75,4
754,Real,586.94,1
755,Another,809.25,5
756,Determine,680.51,2
757,Traditional,990.56,10
758,Avoid,574.86,4
759,Wall,468.4,7
760,Mr,965.39,4
761,Business,693.9,1
762,Card,227.44,8
763,Million,855.8,7
764,Store,455.74,10
765,Together,728.33,2
766,Party,737.99,9
767,Phone,215.39,8
768,Hotel,720.63,7
769,Unit,164.8,9
770,Still,226.01,4
771,Right,383.57,10
772,Painting,939.39,5
773,Today,670.26,5
774,Religious,743.26,6
775,Most,606.95,10
776,Place,370.58,5
777,Well,668.78,2
778,Various,338.4,9
779,Discussion,117.26,8
780,Theory,931.22,4
781,Wind,398.52,5
782,Just,630.63,6
783,Line,806.58,1
