id,order_id,amount,method
1,37,212.45,credit_card
2,12,82.54,credit_card
3,42,781.96,bank_transfer
4,97,662.92,bank_transfer
5,53,861.31,paypal
6,42,191.12,paypal
7,82,714.21,credit_card
8,85,929.56,credit_card
9,3,262.53,credit_card
10,78,933.19,paypal
11,74,211.36,paypal
12,52,682.98,credit_card
13,30,925.67,bank_transfer
14,41,468.4,credit_card
15,3,460.97,bank_transfer
16,59,169.99,bank_transfer
17,86,836.19,bank_transfer
18,14,669.16,bank_transfer
19,61,183.99,bank_transfer
20,17,115.77,paypal
21,47,599.2,paypal
22,75,953.88,bank_transfer
23,34,370.32,bank_transfer
24,22,144.74,bank_transfer
25,99,982.67,paypal
26,64,363.02,bank_transfer
27,65,140.12,bank_transfer
28,26,942.97,paypal
29,12,62.07,paypal
30,90,409.55,paypal
31,73,351.12,paypal
32,78,760.57,bank_transfer
33,96,934.2,bank_transfer
34,42,155.48,credit_card
35,77,711.12,bank_transfer
36,34,42.72,bank_transfer
37,90,168.95,credit_card
38,34,952.39,bank_transfer
39,44,264.81,credit_card
40,7,823.28,bank_transfer
41,46,416.24,bank_transfer
42,35,724.57,credit_card
43,44,925.98,bank_transfer
44,25,419.72,bank_transfer
45,1,799.93,paypal
46,3,269.96,bank_transfer
47,52,160.52,credit_card
48,59,474.66,credit_card
49,29,441.7,bank_transfer
50,49,139.12,credit_card
51,1,668.8,bank_transfer
52,20,416.34,bank_transfer
53,64,484.5,bank_transfer
54,41,289.82,bank_transfer
55,52,368.15,paypal
56,27,306.28,credit_card
57,16,433.81,credit_card
58,88,651.69,bank_transfer
59,55,596.15,credit_card
60,36,548.76,bank_transfer
61,29,224.0,credit_card
62,99,96.22,paypal
63,8,397.18,credit_card
64,46,653.82,bank_transfer
65,47,878.1,credit_card
66,20,828.73,paypal
67,35,222.46,paypal
68,59,588.99,paypal
69,12,393.1,paypal
70,94,978.46,bank_transfer
71,61,795.61,paypal
72,69,757.41,credit_card
73,87,188.42,paypal
74,7,849.7,paypal
75,15,380.81,paypal
76,54,466.92,paypal
77,12,735.47,paypal
78,100,905.26,paypal
79,54,588.22,bank_transfer
80,64,190.29,credit_card
81,33,631.13,paypal
82,93,469.01,paypal
83,38,274.77,paypal
84,1,462.75,credit_card
85,36,661.4,bank_transfer
86,47,890.52,credit_card
87,79,65.38,credit_card
88,33,663.19,bank_transfer
89,20,432.43,credit_card
90,97,506.81,bank_transfer
91,81,344.89,bank_transfer
92,12,35.05,bank_transfer
93,27,680.57,bank_transfer
94,65,228.61,bank_transfer
95,65,329.56,paypal
96,74,800.88,paypal
97,86,540.57,paypal
98,57,371.11,paypal
99,1,43.31,paypal
100,36,864.73,credit_card
101,11,222.11,bank_transfer
102,77,665.54,bank_transfer
103,69,307.97,bank_transfer
104,61,733.69,bank_transfer
105,71,40.9,bank_transfer
106,28,528.86,paypal
107,69,453.41,paypal
108,22,395.16,credit_card
109,3,578.57,credit_card
110,99,203.32,paypal
111,62,213.18,bank_transfer
112,23,764.23,paypal
113,3,32.17,credit_card
114,89,195.45,bank_transfer
115,53,128.48,paypal
116,63,330.76,credit_card
117,36,220.23,paypal
118,46,926.8,bank_transfer
119,56,593.81,paypal
120,27,950.88,bank_transfer
121,67,475.2,paypal
122,35,700.46,paypal
123,39,498.42,credit_card
124,56,159.18,credit_card
125,52,329.04,bank_transfer
126,96,370.48,bank_transfer
127,82,303.99,bank_transfer
128,56,707.72,credit_card
129,9,992.77,paypal
130,78,596.79,paypal
131,20,161.17,bank_transfer
132,59,777.69,credit_card
133,39,800.31,credit_card
134,79,991.61,credit_card
135,60,639.48,paypal
136,42,262.33,credit_card
137,26,752.72,credit_card
138,88,41.78,bank_transfer
139,49,962.6,paypal
140,43,576.71,credit_card
141,25,676.88,bank_transfer
142,2,350.12,paypal
143,97,795.54,credit_card
144,93,418.21,bank_transfer
145,13,579.9,credit_card
146,50,809.57,credit_card
147,85,420.51,paypal
148,3,593.35,credit_card
149,72,644.73,bank_transfer
150,46,785.59,credit_card
151,37,124.77,credit_card
152,79,701.35,credit_card
153,15,373.2,credit_card
154,1,641.2,paypal
155,20,815.99,paypal
156,13,308.51,bank_transfer
157,5,696.13,credit_card
158,96,115.52,bank_transfer
159,55,690.84,paypal
160,37,337.58,bank_transfer
161,15,434.22,paypal
162,53,763.16,credit_card
163,18,565.05,bank_transfer
164,18,660.09,bank_transfer
165,60,634.15,bank_transfer
166,78,38.68,paypal
167,65,991.8,credit_card
168,54,700.87,paypal
169,70,166.09,bank_transfer
170,84,26.25,bank_transfer
171,87,599.18,paypal
172,66,260.55,paypal
173,56,402.99,bank_transfer
174,8,933.55,bank_transfer
175,75,849.4,credit_card
176,23,419.36,paypal
177,34,616.35,bank_transfer
178,47,766.41,paypal
179,2,394.7,bank_transfer
180,32,699.6,bank_transfer
181,43,960.22,bank_transfer
182,45,531.03,bank_transfer
183,26,873.96,credit_card
184,23,157.81,paypal
185,43,52.23,credit_card
186,67,59.04,credit_card
187,34,317.54,bank_transfer
188,19,428.35,credit_card
189,25,248.31,bank_transfer
190,53,517.72,bank_transfer
191,23,705.82,paypal
192,57,262.45,paypal
193,68,658.52,paypal
194,66,625.41,paypal
195,39,596.38,bank_transfer
196,42,530.37,bank_transfer
197,91,850.18,credit_card
198,61,653.9,paypal
199,10,56.81,bank_transfer
200,1,517.13,paypal
201,52,483.04,paypal
202,96,747.5,paypal
203,53,987.02,paypal
204,45,498.61,bank_transfer
205,48,94.1,credit_card
206,19,437.34,bank_transfer
207,70,966.54,credit_card
208,3,218.34,credit_card
209,85,426.0,paypal
210,11,510.6,paypal
211,24,669.31,credit_card
212,39,614.37,paypal
213,93,748.1,paypal
214,100,779.81,credit_card
215,72,444.91,credit_card
216,96,476.91,paypal
217,17,623.05,credit_card
218,61,774.18,paypal
219,62,540.22,bank_transfer
220,77,727.53,credit_card
221,60,965.02,credit_card
222,92,495.54,credit_card
223,98,28.09,credit_card
224,4,205.0,paypal
225,95,478.83,credit_card
226,95,752.95,credit_card
227,70,240.41,bank_transfer
228,5,920.8,bank_transfer
229,71,225.66,paypal
230,4,892.53,paypal
231,82,185.23,credit_card
232,43,321.85,paypal
233,34,884.41,credit_card
234,70,728.02,bank_transfer
235,35,38.28,bank_transfer
236,5,231.5,credit_card
237,61,890.24,bank_transfer
238,19,660.16,bank_transfer
