id,order_id,amount,method
1,22,51.6,credit_card
2,67,636.92,paypal
3,1,24.99,credit_card
4,1,897.7,paypal
5,53,750.94,bank_transfer
6,9,851.99,paypal
7,12,670.65,bank_transfer
8,64,485.21,credit_card
9,28,471.47,credit_card
10,76,245.53,paypal
11,20,402.26,bank_transfer
12,60,319.33,credit_card
13,92,926.61,bank_transfer
14,75,894.44,bank_transfer
15,91,243.92,bank_transfer
16,89,112.22,paypal
17,80,544.03,paypal
18,19,368.09,bank_transfer
19,98,96.2,bank_transfer
20,10,217.38,credit_card
21,93,185.04,credit_card
22,25,278.38,bank_transfer
23,14,583.23,credit_card
24,33,941.78,paypal
25,52,76.53,paypal
26,44,529.14,bank_transfer
27,95,25.0,credit_card
28,25,480.26,paypal
29,68,572.61,bank_transfer
30,74,505.9,bank_transfer
31,3,308.03,bank_transfer
32,72,794.84,credit_card
33,13,41.21,paypal
34,26,858.18,credit_card
35,64,274.85,credit_card
36,78,803.92,bank_transfer
37,47,882.71,bank_transfer
38,40,467.01,paypal
39,51,39.71,bank_transfer
40,84,937.66,bank_transfer
41,48,775.15,bank_transfer
42,97,76.85,bank_transfer
43,8,906.22,bank_transfer
44,63,536.79,credit_card
45,58,374.71,paypal
46,55,446.89,bank_transfer
47,86,664.67,credit_card
48,67,483.76,bank_transfer
49,78,580.58,credit_card
50,27,374.42,paypal
51,56,79.55,credit_card
52,87,194.52,paypal
53,17,577.36,credit_card
54,77,345.7,credit_card
55,60,344.7,bank_transfer
56,88,364.43,paypal
57,15,486.69,paypal
58,69,985.8,bank_transfer
59,46,464.99,paypal
60,94,837.04,paypal
61,50,161.41,bank_transfer
62,93,326.88,credit_card
63,13,177.96,bank_transfer
64,29,416.86,bank_transfer
65,37,293.58,bank_transfer
66,19,835.93,bank_transfer
67,78,178.22,bank_transfer
68,54,311.87,credit_card
69,12,964.91,bank_transfer
70,58,576.53,bank_transfer
71,22,457.16,bank_transfer
72,42,491.19,credit_card
73,62,514.68,paypal
74,75,829.41,credit_card
75,43,95.91,bank_transfer
76,96,885.78,credit_card
77,39,464.88,paypal
78,6,307.24,paypal
79,86,776.75,bank_transfer
80,91,712.35,credit_card
81,1,767.52,paypal
82,13,423.77,bank_transfer
83,71,58.29,credit_card
84,26,24.64,credit_card
85,25,108.48,credit_card
86,87,308.69,paypal
87,99,70.84,paypal
88,65,708.47,paypal
89,24,712.21,credit_card
90,49,282.56,credit_card
91,40,61.14,paypal
92,4,481.57,credit_card
93,55,197.75,bank_transfer
94,6,485.56,bank_transfer
95,14,80.95,paypal
96,96,845.99,bank_transfer
97,18,851.37,credit_card
98,20,591.18,paypal
99,52,301.94,paypal
100,34,613.87,paypal
101,23,736.18,credit_card
102,44,343.23,paypal
103,19,464.56,credit_card
104,14,907.31,credit_card
105,89,744.95,bank_transfer
106,16,357.3,paypal
107,7,573.87,paypal
108,44,522.88,credit_card
109,77,206.53,credit_card
110,22,235.15,credit_card
111,1,728.2,paypal
112,88,421.56,credit_card
113,74,783.1,credit_card
114,13,94.07,paypal
115,21,114.7,paypal
116,1,878.31,bank_transfer
117,82,793.88,bank_transfer
118,73,890.04,bank_transfer
119,7,854.04,credit_card
120,42,190.75,credit_card
121,35,179.82,credit_card
122,31,376.78,bank_transfer
123,73,921.67,paypal
124,51,870.92,paypal
125,59,993.36,bank_transfer
126,13,899.5,bank_transfer
127,16,102.41,bank_transfer
128,23,655.21,credit_card
129,55,173.39,credit_card
130,88,915.86,paypal
131,21,903.39,credit_card
132,32,942.19,credit_card
133,47,280.51,paypal
134,82,479.64,paypal
135,90,86.45,credit_card
136,54,208.79,bank_transfer
137,11,904.17,paypal
138,6,728.92,paypal
139,35,305.85,paypal
140,60,70.11,credit_card
141,1,909.54,paypal
142,100,474.41,credit_card
143,58,295.69,credit_card
144,17,151.37,credit_card
145,5,977.24,paypal
146,85,87.26,paypal
147,42,363.55,paypal
148,87,152.6,credit_card
149,34,43.64,bank_transfer
150,73,574.08,credit_card
151,79,916.6,paypal
152,33,435.1,bank_transfer
153,92,524.91,bank_transfer
154,64,543.26,paypal
155,67,519.44,credit_card
156,69,776.28,bank_transfer
157,82,261.85,bank_transfer
158,73,985.77,credit_card
159,6,378.9,paypal
160,28,86.31,bank_transfer
161,47,578.26,bank_transfer
162,46,824.86,paypal
163,62,851.2,credit_card
164,60,441.68,bank_transfer
165,53,890.47,credit_card
166,7,491.02,bank_transfer
167,10,729.03,paypal
168,57,785.65,paypal
169,73,930.73,paypal
170,11,64.46,paypal
171,65,267.23,bank_transfer
172,49,325.49,bank_transfer
173,95,636.14,paypal
174,91,910.73,credit_card
175,32,204.22,paypal
176,54,573.82,paypal
177,43,773.1,paypal
178,37,890.68,bank_transfer
179,88,542.44,credit_card
180,28,505.66,credit_card
181,56,633.23,credit_card
182,29,907.27,bank_transfer
183,66,436.31,bank_transfer
184,21,213.04,bank_transfer
185,88,785.44,paypal
186,32,595.84,bank_transfer
187,88,908.83,paypal
188,21,270.69,credit_card
189,21,242.34,bank_transfer
190,59,61.74,credit_card
191,47,563.5,bank_transfer
192,44,900.22,paypal
193,68,489.35,credit_card
194,74,599.02,bank_transfer
195,45,289.57,credit_card
196,16,667.14,paypal
197,65,320.1,credit_card
198,97,111.95,bank_transfer
199,77,628.26,bank_transfer
200,94,87.92,credit_card
201,2,339.86,bank_transfer
202,50,417.2,bank_transfer
203,14,678.92,bank_transfer
204,35,297.55,bank_transfer
205,22,262.84,credit_card
206,37,976.33,credit_card
207,55,726.9,credit_card
208,27,659.49,bank_transfer
209,13,168.31,credit_card
210,70,69.29,paypal
211,19,817.04,bank_transfer
212,71,860.97,bank_transfer
213,80,345.72,paypal
214,5,169.1,paypal
215,33,64.79,bank_transfer
216,82,996.94,paypal
217,29,571.42,paypal
218,34,652.38,bank_transfer
219,64,228.06,bank_transfer
220,20,624.0,credit_card
221,62,240.53,paypal
222,71,240.76,paypal
223,70,286.2,credit_card
224,95,78.86,credit_card
225,96,752.04,credit_card
226,90,37.04,bank_transfer
227,30,659.76,bank_transfer
228,3,794.16,bank_transfer
229,67,497.9,credit_card
230,63,599.78,credit_card
231,56,816.11,credit_card
232,76,924.53,paypal
233,74,421.29,credit_card
234,65,184.01,bank_transfer
235,3,999.24,credit_card
236,98,810.16,bank_transfer
237,17,839.51,credit_card
238,18,383.55,credit_card
239,2,394.64,bank_transfer
240,76,87.76,paypal
241,65,533.18,bank_transfer
