id,order_id,amount,method
1,22,967.41,credit_card
2,38,568.78,bank_transfer
3,15,323.7,credit_card
4,26,273.75,paypal
5,99,486.06,credit_card
6,27,832.73,credit_card
7,51,192.42,bank_transfer
8,61,938.32,paypal
9,46,568.19,paypal
10,46,240.12,paypal
11,89,981.13,bank_transfer
12,68,473.31,bank_transfer
13,30,49.35,paypal
14,11,44.41,credit_card
15,79,867.0,bank_transfer
16,66,332.01,credit_card
17,12,39.06,credit_card
18,46,207.76,paypal
19,61,250.22,credit_card
20,97,292.1,paypal
21,71,469.7,paypal
22,2,554.57,credit_card
23,49,664.67,paypal
24,73,250.44,bank_transfer
25,72,277.7,bank_transfer
26,21,583.85,paypal
27,43,662.47,bank_transfer
28,10,319.09,credit_card
29,61,889.73,paypal
30,43,812.72,credit_card
31,34,629.03,bank_transfer
32,59,449.45,credit_card
33,60,967.43,bank_transfer
34,20,717.91,credit_card
35,48,154.95,credit_card
36,29,21.49,paypal
37,42,511.72,credit_card
38,55,141.04,bank_transfer
39,18,70.85,paypal
40,42,307.5,credit_card
41,26,416.31,bank_transfer
42,75,495.18,bank_transfer
43,62,942.49,credit_card
44,90,484.34,credit_card
45,32,961.01,paypal
46,64,702.15,bank_transfer
47,41,707.12,bank_transfer
48,99,824.14,bank_transfer
49,63,663.18,paypal
50,80,482.6,paypal
51,10,801.15,credit_card
52,20,203.87,paypal
53,76,245.53,bank_transfer
54,75,174.73,bank_transfer
55,100,74.24,bank_transfer
56,40,807.56,credit_card
57,37,281.13,credit_card
58,27,321.58,credit_card
59,41,89.23,bank_transfer
60,12,338.53,paypal
61,83,994.05,bank_transfer
62,95,691.01,credit_card
63,66,439.8,bank_transfer
64,44,887.67,paypal
65,2,466.19,credit_card
66,32,485.73,bank_transfer
67,55,411.59,paypal
68,27,992.63,credit_card
69,59,464.13,paypal
70,70,256.03,credit_card
71,43,239.62,paypal
72,4,223.2,paypal
73,11,410.86,credit_card
74,85,736.62,bank_transfer
75,7,655.81,bank_transfer
76,67,108.53,credit_card
77,45,491.4,paypal
78,59,200.75,credit_card
