id,order_id,amount,method
1,40,347.23,bank_transfer
2,89,308.4,bank_transfer
3,8,538.01,paypal
4,59,874.07,bank_transfer
5,32,677.17,paypal
6,17,772.04,paypal
7,76,811.87,bank_transfer
8,35,588.55,paypal
9,88,886.94,credit_card
10,97,70.5,credit_card
11,53,785.18,paypal
12,65,259.29,credit_card
13,64,655.62,bank_transfer
14,70,478.79,paypal
15,38,244.97,bank_transfer
16,46,119.13,bank_transfer
17,91,25.39,credit_card
18,52,76.43,bank_transfer
19,10,723.39,bank_transfer
20,40,635.36,credit_card
21,74,651.34,paypal
22,78,648.29,bank_transfer
23,70,295.18,bank_transfer
24,5,89.84,paypal
25,73,60.08,paypal
26,1,159.48,bank_transfer
27,27,744.85,paypal
28,26,204.74,credit_card
29,59,393.43,credit_card
30,7,561.29,bank_transfer
31,20,943.37,credit_card
32,65,740.92,paypal
33,45,250.15,credit_card
34,67,651.88,credit_card
35,93,706.6,credit_card
36,62,142.82,bank_transfer
37,29,928.65,credit_card
38,9,526.41,bank_transfer
39,100,615.19,paypal
40,4,748.39,paypal
41,41,456.71,credit_card
42,85,679.58,bank_transfer
43,22,194.61,paypal
44,15,242.39,paypal
45,89,654.57,paypal
46,45,35.53,credit_card
47,58,322.82,paypal
48,33,496.08,credit_card
49,55,713.24,bank_transfer
50,43,165.2,credit_card
51,8,694.79,credit_card
52,57,210.93,credit_card
53,31,476.26,credit_card
54,21,719.46,credit_card
55,15,696.75,paypal
56,76,31.97,paypal
57,53,256.45,paypal
58,97,490.06,bank_transfer
59,91,668.77,credit_card
60,69,765.34,bank_transfer
61,15,61.31,credit_card
62,57,591.67,paypal
63,5,257.62,bank_transfer
64,38,445.76,paypal
65,21,45.48,credit_card
66,57,247.22,paypal
67,97,206.8,credit_card
68,14,329.55,credit_card
69,14,947.83,bank_transfer
70,20,489.25,bank_transfer
71,58,981.74,paypal
72,35,497.82,credit_card
73,61,178.61,paypal
74,30,820.52,paypal
75,22,564.5,paypal
76,77,906.27,bank_transfer
77,61,393.89,credit_card
78,12,672.98,bank_transfer
79,17,953.52,paypal
80,50,146.07,bank_transfer
81,92,581.64,bank_transfer
82,23,442.54,bank_transfer
83,97,129.35,credit_card
84,53,802.05,credit_card
85,62,552.9,bank_transfer
86,25,840.09,paypal
87,63,671.18,credit_card
88,61,496.03,credit_card
89,89,307.7,bank_transfer
90,31,339.12,credit_card
91,83,432.73,credit_card
92,58,448.63,bank_transfer
93,4,77.39,credit_card
94,78,49.05,credit_card
95,66,707.94,paypal
96,16,480.01,paypal
97,5,853.38,bank_transfer
98,44,810.01,credit_card
99,32,30.79,bank_transfer
100,21,941.37,paypal
101,98,664.83,paypal
102,61,982.85,credit_card
103,24,291.62,credit_card
104,5,543.96,credit_card
105,96,430.79,paypal
106,14,510.3,paypal
107,41,506.38,credit_card
108,55,585.82,bank_transfer
109,8,264.37,credit_card
110,46,552.91,credit_card
111,1,967.54,credit_card
112,40,575.9,paypal
