id,order_id,amount,method
1,38,747.49,bank_transfer
2,56,990.29,credit_card
3,66,141.18,bank_transfer
4,80,338.23,paypal
5,6,715.62,credit_card
6,55,522.5,bank_transfer
7,61,792.7,paypal
8,45,726.45,bank_transfer
9,39,887.33,credit_card
10,12,938.85,credit_card
11,98,676.65,bank_transfer
12,60,245.1,bank_transfer
13,74,993.98,bank_transfer
14,21,98.56,credit_card
15,38,703.23,credit_card
16,25,78.94,paypal
17,59,510.59,bank_transfer
18,50,517.31,credit_card
19,90,111.94,bank_transfer
20,53,542.55,bank_transfer
21,60,817.38,bank_transfer
22,50,798.07,paypal
23,5,103.86,credit_card
24,26,878.25,paypal
25,94,649.59,bank_transfer
26,51,691.8,bank_transfer
27,76,276.65,credit_card
28,44,72.22,paypal
29,7,385.16,bank_transfer
30,50,489.92,credit_card
31,71,58.27,bank_transfer
32,12,450.56,paypal
33,80,521.28,credit_card
34,62,539.27,paypal
35,21,158.32,credit_card
36,2,752.27,credit_card
37,97,863.09,paypal
38,64,142.76,paypal
39,88,334.96,bank_transfer
40,67,644.42,credit_card
41,28,804.44,bank_transfer
42,10,530.87,credit_card
43,36,167.4,credit_card
44,99,537.98,bank_transfer
45,26,561.74,bank_transfer
46,94,853.58,paypal
47,30,202.6,bank_transfer
48,57,497.83,credit_card
49,74,191.06,paypal
50,54,106.23,credit_card
51,99,727.41,credit_card
52,54,259.66,bank_transfer
53,12,251.46,paypal
54,81,163.78,credit_card
55,40,394.59,bank_transfer
56,97,663.58,bank_transfer
57,25,113.47,credit_card
58,13,652.65,bank_transfer
59,89,821.56,bank_transfer
60,76,655.53,credit_card
61,75,310.74,bank_transfer
62,29,170.42,paypal
63,51,326.49,paypal
64,80,110.24,credit_card
65,56,284.19,paypal
66,7,736.64,bank_transfer
67,16,808.37,bank_transfer
68,63,747.6,credit_card
69,98,300.35,credit_card
70,52,598.28,paypal
71,96,386.49,bank_transfer
72,2,49.97,credit_card
73,51,333.04,bank_transfer
74,14,748.86,credit_card
75,41,54.96,paypal
76,38,459.4,bank_transfer
77,62,861.47,bank_transfer
78,92,226.58,credit_card
79,44,202.35,bank_transfer
80,52,147.79,paypal
81,16,77.51,paypal
82,53,783.82,bank_transfer
83,88,145.16,paypal
84,69,913.39,credit_card
85,69,979.1,credit_card
86,98,926.44,bank_transfer
87,55,662.55,bank_transfer
88,12,610.31,bank_transfer
89,42,871.19,paypal
90,34,283.11,paypal
91,56,513.98,credit_card
92,46,405.71,credit_card
93,13,607.34,bank_transfer
94,48,695.08,credit_card
95,70,53.7,bank_transfer
96,23,208.23,bank_transfer
