id,user_id,product_id,quantity,order_date
1,59,66,1,2025-05-26
2,27,96,2,2025-06-22
3,16,73,4,2025-06-16
4,57,29,4,2025-06-17
5,84,44,3,2025-06-09
6,82,81,2,2025-06-07
7,29,47,1,2025-06-21
8,92,33,1,2025-06-15
9,15,84,5,2025-05-26
10,57,41,3,2025-06-19
11,51,42,4,2025-05-31
12,88,76,5,2025-05-26
13,16,91,5,2025-06-04
14,96,79,1,2025-06-15
15,76,68,3,2025-06-22
16,10,95,2,2025-06-02
17,50,27,1,2025-06-19
18,29,85,3,2025-06-16
19,90,57,2,2025-06-03
20,83,42,3,2025-06-01
21,32,76,4,2025-06-23
22,15,10,5,2025-05-27
23,78,4,1,2025-06-04
24,4,1,1,2025-05-30
25,78,54,5,2025-06-17
26,5,28,1,2025-06-02
27,10,10,5,2025-06-19
28,92,7,3,2025-05-31
29,16,5,5,2025-06-08
30,55,12,3,2025-06-19
31,56,25,3,2025-06-04
32,29,11,5,2025-06-10
33,99,67,3,2025-05-28
34,76,74,2,2025-06-06
35,13,2,1,2025-06-21
36,86,69,4,2025-06-05
37,48,96,1,2025-06-18
38,17,87,5,2025-05-28
39,34,57,1,2025-05-31
40,86,29,5,2025-05-26
41,4,100,2,2025-05-31
42,5,81,2,2025-05-29
43,71,96,2,2025-06-10
44,46,37,4,2025-06-01
45,23,73,2,2025-05-29
46,13,88,4,2025-06-09
47,80,46,5,2025-05-25
48,43,60,1,2025-06-09
49,65,32,1,2025-05-27
50,60,20,4,2025-06-02
51,80,4,4,2025-06-19
52,99,43,3,2025-06-21
53,53,3,1,2025-05-30
54,42,98,5,2025-06-06
55,6,21,1,2025-06-01
56,53,96,2,2025-06-07
57,65,65,2,2025-06-10
58,96,58,3,2025-05-27
59,49,95,2,2025-06-13
60,79,74,1,2025-06-19
61,91,39,1,2025-06-08
62,25,76,4,2025-06-17
63,52,33,5,2025-05-27
64,36,78,3,2025-06-19
65,27,99,1,2025-06-23
66,34,59,4,2025-05-31
67,60,72,5,2025-06-16
68,99,82,5,2025-06-02
69,3,43,1,2025-05-27
70,55,37,1,2025-06-06
71,91,24,2,2025-05-30
72,97,16,2,2025-06-23
73,61,61,1,2025-05-29
74,82,55,1,2025-06-23
75,65,77,1,2025-05-28
76,42,25,3,2025-06-04
77,100,49,2,2025-06-04
78,99,8,1,2025-06-17
79,32,22,4,2025-06-14
80,26,84,1,2025-06-17
81,69,94,4,2025-05-31
82,24,96,1,2025-06-01
83,37,3,1,2025-06-07
84,89,68,4,2025-06-11
85,12,40,5,2025-06-17
86,70,78,2,2025-05-26
87,24,5,2,2025-06-19
88,68,100,3,2025-06-01
89,82,45,2,2025-06-03
90,8,95,2,2025-06-19
91,95,44,3,2025-06-08
92,8,8,5,2025-05-25
93,95,72,2,2025-06-18
94,21,5,3,2025-05-31
95,42,36,4,2025-05-29
96,25,94,5,2025-06-15
97,57,89,3,2025-06-16
98,85,5,2,2025-06-16
99,41,84,4,2025-06-10
100,68,56,4,2025-06-07
101,1,22,3,2025-06-08
102,30,62,3,2025-06-22
103,30,45,2,2025-06-01
104,61,61,1,2025-06-03
105,47,64,5,2025-06-11
106,49,96,3,2025-05-25
107,86,64,1,2025-06-16
108,56,17,4,2025-06-12
109,82,72,5,2025-05-28
110,83,96,2,2025-06-23
111,4,74,1,2025-05-28
112,91,37,4,2025-06-12
113,91,33,5,2025-05-31
114,64,81,4,2025-06-14
115,3,98,1,2025-06-07
116,52,79,2,2025-06-11
117,29,39,2,2025-06-06
118,94,46,4,2025-06-11
119,81,45,1,2025-06-21
120,88,87,3,2025-05-31
121,49,56,5,2025-05-27
122,35,68,1,2025-06-20
123,4,44,2,2025-05-25
124,36,85,2,2025-06-19
125,78,55,5,2025-06-02
126,2,17,5,2025-05-25
127,3,90,1,2025-06-12
128,20,92,2,2025-06-04
129,83,76,1,2025-06-20
130,9,4,2,2025-06-12
131,17,24,1,2025-06-08
132,92,91,5,2025-05-27
133,26,49,2,2025-06-22
134,95,98,3,2025-06-17
135,80,5,1,2025-06-16
136,76,59,2,2025-05-27
137,32,10,5,2025-06-15
138,94,36,3,2025-06-02
139,63,68,4,2025-05-27
140,48,24,3,2025-06-02
141,99,84,1,2025-06-07
142,46,77,1,2025-05-28
143,12,58,4,2025-06-05
144,76,71,1,2025-06-09
145,55,90,2,2025-06-02
146,76,65,4,2025-06-23
147,51,86,5,2025-05-25
148,81,8,3,2025-05-27
149,63,44,2,2025-05-27
150,22,63,4,2025-06-03
151,35,32,5,2025-06-12
152,79,17,4,2025-06-03
153,64,99,3,2025-06-17
154,35,57,4,2025-06-02
155,35,16,1,2025-06-04
156,87,16,4,2025-05-31
157,63,9,5,2025-06-07
158,23,60,4,2025-06-02
159,44,9,1,2025-06-06
160,19,35,4,2025-06-18
161,63,14,1,2025-05-30
162,10,45,2,2025-06-07
163,13,87,2,2025-06-18
164,100,66,1,2025-06-16
165,35,21,3,2025-06-09
166,66,86,5,2025-06-01
167,43,61,3,2025-06-21
168,44,62,1,2025-06-03
169,3,100,4,2025-06-01
170,61,32,3,2025-05-27
171,95,13,1,2025-05-31
172,54,74,5,2025-06-09
173,91,74,4,2025-06-23
174,29,1,1,2025-06-21
175,38,29,3,2025-05-27
176,1,36,2,2025-06-19
177,58,52,4,2025-06-15
178,79,92,2,2025-06-11
179,49,48,4,2025-05-29
180,60,61,5,2025-06-12
181,72,99,5,2025-05-25
182,94,59,5,2025-06-18
183,86,2,1,2025-06-08
184,39,36,3,2025-05-30
185,93,66,2,2025-06-12
186,10,55,5,2025-06-22
187,73,63,1,2025-06-22
188,99,8,3,2025-06-11
189,34,99,4,2025-05-26
190,28,19,5,2025-06-09
191,9,64,2,2025-06-03
192,38,74,3,2025-06-20
193,15,4,3,2025-06-09
194,43,70,4,2025-06-22
195,81,90,5,2025-06-05
196,15,62,4,2025-06-07
197,26,34,2,2025-06-18
198,74,82,2,2025-05-28
199,45,3,1,2025-06-12
200,52,41,2,2025-06-21
201,4,65,4,2025-06-13
202,87,89,5,2025-05-27
203,12,14,2,2025-05-25
204,62,86,3,2025-06-14
205,6,68,4,2025-05-29
206,47,95,3,2025-06-12
207,63,46,1,2025-06-13
208,91,63,4,2025-06-02
209,40,21,1,2025-05-25
210,44,73,3,2025-05-28
211,74,68,3,2025-06-04
212,55,1,4,2025-06-10
213,31,76,1,2025-05-25
214,68,63,2,2025-05-26
215,35,21,1,2025-06-23
216,36,64,1,2025-05-26
217,65,9,3,2025-06-23
218,14,68,1,2025-06-14
219,41,62,3,2025-06-04
220,23,72,1,2025-05-27
221,41,54,1,2025-06-22
222,20,65,3,2025-05-29
223,52,81,1,2025-06-06
224,51,15,3,2025-06-21
225,24,78,3,2025-06-05
226,26,57,2,2025-06-12
227,75,57,1,2025-06-08
228,37,37,1,2025-06-17
229,86,46,2,2025-05-26
230,90,61,2,2025-06-02
231,49,94,5,2025-06-19
232,53,66,2,2025-06-04
233,75,72,5,2025-06-07
234,87,27,2,2025-06-03
235,64,57,3,2025-06-13
236,63,67,2,2025-06-18
237,74,83,5,2025-06-10
238,83,49,3,2025-05-25
239,7,83,5,2025-06-02
240,4,4,5,2025-06-03
241,18,28,2,2025-06-09
242,13,59,4,2025-05-31
243,20,89,3,2025-06-10
244,26,43,4,2025-06-04
245,28,57,1,2025-05-30
246,11,13,2,2025-06-23
247,64,45,2,2025-05-28
248,67,42,5,2025-06-15
249,90,37,1,2025-06-14
250,47,92,4,2025-05-26
251,3,62,4,2025-06-18
252,92,77,5,2025-05-29
253,8,28,3,2025-06-18
254,48,75,5,2025-05-31
255,73,52,3,2025-05-25
256,40,19,4,2025-06-23
257,65,59,1,2025-06-18
258,63,45,3,2025-06-13
259,55,80,5,2025-05-25
260,27,60,3,2025-06-03
261,33,46,3,2025-06-12
262,28,90,3,2025-05-27
263,88,22,5,2025-05-31
264,55,26,5,2025-06-13
265,75,37,3,2025-06-17
266,57,27,4,2025-05-30
267,98,90,1,2025-06-13
268,52,95,4,2025-06-20
269,59,58,2,2025-06-08
270,28,43,4,2025-06-17
271,33,13,4,2025-06-07
272,81,76,5,2025-05-26
273,43,2,2,2025-06-09
274,75,87,2,2025-06-22
275,36,30,3,2025-06-13
276,22,45,1,2025-06-17
277,17,13,5,2025-06-20
278,66,91,4,2025-06-13
279,29,74,3,2025-06-05
280,80,88,1,2025-06-03
281,31,22,3,2025-06-13
282,26,18,4,2025-06-19
283,25,60,4,2025-06-22
284,79,27,2,2025-06-01
285,44,63,4,2025-06-11
286,16,90,2,2025-06-22
287,80,13,3,2025-05-27
288,47,49,4,2025-05-29
289,57,14,3,2025-06-22
290,42,64,4,2025-06-02
291,64,62,1,2025-06-03
292,80,46,1,2025-06-23
293,74,53,3,2025-06-18
294,74,32,3,2025-06-21
295,22,50,1,2025-06-13
296,41,66,5,2025-06-21
297,81,30,3,2025-06-02
298,76,1,2,2025-06-11
299,27,40,2,2025-06-07
300,12,14,2,2025-06-08
301,47,73,3,2025-06-18
302,52,78,4,2025-06-06
303,17,86,4,2025-06-10
304,38,94,2,2025-06-17
305,93,43,2,2025-06-16
306,28,80,4,2025-06-13
307,45,17,3,2025-06-22
308,35,21,3,2025-05-30
309,59,16,4,2025-06-04
310,48,31,5,2025-05-25
311,73,98,3,2025-06-15
312,60,99,1,2025-06-20
313,83,32,1,2025-05-28
314,55,44,1,2025-06-01
315,42,38,3,2025-06-07
316,94,89,4,2025-05-25
317,97,79,3,2025-05-27
318,89,53,2,2025-06-20
319,26,5,3,2025-05-28
320,39,55,1,2025-06-19
321,67,49,5,2025-06-05
322,30,57,4,2025-05-29
323,46,72,5,2025-06-01
324,86,58,4,2025-06-01
325,28,28,1,2025-05-31
326,70,19,1,2025-06-12
327,94,19,3,2025-06-22
328,9,46,5,2025-06-08
329,29,37,1,2025-05-30
330,33,29,4,2025-05-25
331,12,91,3,2025-05-31
332,52,25,4,2025-06-07
333,11,45,2,2025-06-11
334,51,75,1,2025-06-13
335,58,28,4,2025-05-27
336,27,39,4,2025-05-30
337,26,89,5,2025-06-15
338,87,21,2,2025-06-17
339,14,6,1,2025-06-16
340,57,49,1,2025-06-10
341,25,33,4,2025-06-03
342,18,40,4,2025-06-06
343,41,14,1,2025-06-09
344,75,51,5,2025-06-15
345,6,9,3,2025-06-05
346,30,86,5,2025-06-01
347,92,50,1,2025-06-15
348,64,11,5,2025-06-04
349,70,61,5,2025-05-28
350,23,71,5,2025-05-27
351,23,48,5,2025-06-23
352,55,72,1,2025-06-12
353,80,97,1,2025-06-11
354,37,51,2,2025-06-12
355,18,21,5,2025-06-04
356,79,97,5,2025-06-09
357,79,76,5,2025-06-13
358,80,55,2,2025-05-29
359,98,84,4,2025-06-05
360,42,64,3,2025-06-21
361,78,39,3,2025-06-06
362,28,30,1,2025-06-07
363,11,90,5,2025-05-30
364,41,69,2,2025-06-22
365,41,77,5,2025-06-16
366,71,93,1,2025-06-13
367,12,88,4,2025-06-23
368,87,6,2,2025-06-02
369,92,30,5,2025-06-17
370,83,18,1,2025-06-15
371,62,91,3,2025-05-28
372,3,22,2,2025-05-30
373,15,22,1,2025-06-05
374,49,32,4,2025-06-12
375,28,5,5,2025-06-18
376,6,96,5,2025-06-11
377,8,68,3,2025-05-30
378,21,7,5,2025-06-12
379,9,7,2,2025-06-15
380,21,82,4,2025-06-13
381,39,44,2,2025-06-14
382,43,14,1,2025-06-05
383,95,41,5,2025-06-01
384,63,88,1,2025-06-08
385,26,34,3,2025-06-12
386,59,82,1,2025-05-28
387,48,80,3,2025-06-10
388,16,100,1,2025-06-17
389,74,81,2,2025-06-01
390,64,26,2,2025-06-02
391,62,26,4,2025-06-22
392,86,3,5,2025-06-20
393,96,32,5,2025-06-22
394,26,92,5,2025-06-07
395,88,94,3,2025-06-05
396,39,56,4,2025-06-23
397,83,93,5,2025-06-03
398,59,56,1,2025-05-25
399,17,33,4,2025-05-29
400,95,57,2,2025-06-08
401,43,38,2,2025-06-13
402,52,53,5,2025-06-16
403,53,28,1,2025-06-09
404,35,70,1,2025-06-17
405,20,2,3,2025-06-15
406,32,8,2,2025-05-31
407,60,60,5,2025-06-07
408,11,84,3,2025-06-13
409,6,99,1,2025-06-17
410,37,37,4,2025-06-12
411,33,68,4,2025-06-15
412,44,64,1,2025-05-26
413,27,78,5,2025-05-29
414,94,65,4,2025-06-09
415,13,3,4,2025-06-07
416,67,44,2,2025-06-04
417,22,29,1,2025-06-20
418,77,34,3,2025-06-08
419,77,59,2,2025-06-18
420,56,54,5,2025-06-10
421,27,33,5,2025-06-23
422,54,78,2,2025-06-16
423,88,28,1,2025-06-17
424,36,12,2,2025-06-11
425,52,71,2,2025-06-02
426,75,79,3,2025-06-05
427,80,2,1,2025-05-29
428,79,87,5,2025-05-26
429,35,36,2,2025-05-31
430,23,83,2,2025-05-30
431,14,56,1,2025-06-18
432,42,100,5,2025-05-31
433,43,57,3,2025-06-12
434,79,84,4,2025-06-11
435,42,97,5,2025-06-05
436,75,31,4,2025-06-07
437,38,18,4,2025-06-23
438,87,48,4,2025-05-25
439,47,21,3,2025-05-28
440,82,38,5,2025-05-26
441,25,7,4,2025-06-12
442,71,77,3,2025-06-06
443,34,52,3,2025-05-28
444,11,4,3,2025-06-19
445,4,2,3,2025-06-22
446,29,42,4,2025-06-18
447,35,97,5,2025-06-05
448,91,92,1,2025-06-02
449,71,44,2,2025-05-28
450,44,2,2,2025-05-29
451,26,94,5,2025-06-15
452,56,67,2,2025-06-19
453,82,44,1,2025-05-25
454,73,99,2,2025-06-21
455,21,7,2,2025-06-22
456,32,85,1,2025-06-15
457,21,80,3,2025-05-29
458,84,66,2,2025-06-10
459,53,62,2,2025-06-07
460,25,6,4,2025-06-15
461,37,92,4,2025-06-05
462,39,57,4,2025-05-30
463,54,59,5,2025-06-20
464,29,38,3,2025-06-07
465,74,3,4,2025-06-17
466,81,92,2,2025-06-19
467,3,71,5,2025-06-20
468,67,43,2,2025-06-02
469,100,10,5,2025-06-19
470,42,79,2,2025-06-02
471,95,82,3,2025-06-18
472,10,15,3,2025-06-20
473,74,25,5,2025-05-29
474,6,60,5,2025-06-16
475,38,82,4,2025-06-02
476,31,40,4,2025-06-16
477,66,87,2,2025-06-18
478,99,34,1,2025-05-27
479,44,88,5,2025-06-02
480,58,78,3,2025-06-18
481,23,71,5,2025-05-31
482,5,46,1,2025-06-10
483,61,94,1,2025-06-14
484,43,75,4,2025-06-16
485,98,91,5,2025-06-14
486,98,87,3,2025-06-18
487,68,46,3,2025-06-22
488,4,18,2,2025-05-29
489,74,58,3,2025-05-31
490,56,52,4,2025-06-11
491,95,34,3,2025-06-11
492,83,39,1,2025-05-30
493,20,88,3,2025-06-06
494,58,79,2,2025-06-21
495,52,60,2,2025-05-31
496,99,38,4,2025-05-25
497,36,66,4,2025-05-26
