id,name,price,category_id
1,Range,723.67,7
2,Second,904.83,9
3,Mouth,48.14,7
4,Teacher,206.21,7
5,Feel,981.99,5
6,Trouble,454.16,7
7,Summer,975.34,8
8,Resource,396.1,4
9,Notice,367.89,4
10,Great,493.68,4
11,Court,515.88,10
12,Discussion,564.57,7
13,New,930.33,7
14,Information,597.39,5
15,Fish,801.6,3
16,Travel,371.38,2
17,Science,171.86,5
18,Successful,456.48,4
19,Quite,102.88,7
20,Despite,635.49,6
21,Sort,392.03,10
22,Provide,276.93,5
23,Avoid,701.92,8
24,Together,273.03,7
25,Ten,187.27,6
26,Member,445.73,1
27,Rather,714.84,6
28,Street,768.08,6
29,Population,252.79,7
30,Would,848.72,2
31,Seek,996.32,1
32,Economy,530.22,2
33,Pay,460.83,2
34,Develop,277.26,4
35,Military,861.66,5
36,Action,464.31,2
37,Bring,728.26,7
38,Player,530.75,3
39,Word,996.1,4
40,Garden,653.59,7
41,Know,261.03,1
42,Poor,911.77,10
43,Across,983.83,9
44,First,980.63,10
45,Next,56.73,4
46,Send,576.61,10
47,Down,832.33,10
48,Say,607.3,2
49,Have,108.06,8
50,Nearly,416.59,7
51,Movement,428.91,10
52,Strategy,980.45,10
53,Before,234.69,8
54,As,37.08,9
55,Again,603.56,4
56,Who,580.43,8
57,Toward,136.82,3
58,Base,391.69,9
59,Agreement,211.75,8
60,Analysis,320.56,5
61,Deal,268.51,2
62,Who,400.98,7
63,Research,546.74,9
64,Anything,644.17,1
65,Tell,715.97,5
66,Development,684.07,8
67,Parent,138.47,9
68,Behind,575.65,6
69,Might,939.56,5
70,Under,781.87,8
71,Cover,324.01,7
72,Sometimes,317.78,1
73,Film,964.19,5
74,General,706.51,8
75,Tend,622.94,2
76,Stand,254.56,2
77,Chance,946.69,3
78,His,835.5,3
79,Home,844.67,8
80,Factor,797.09,8
81,Fear,21.14,4
82,Center,654.24,3
83,Art,853.48,3
84,Arm,349.47,2
85,Partner,505.31,6
86,Rule,710.49,3
87,Few,336.94,2
88,Mr,835.01,2
89,Trade,801.1,8
90,Country,781.56,9
91,Watch,451.67,7
92,Step,95.95,8
93,Heavy,509.64,6
94,Cup,133.23,4
95,Land,154.2,5
96,Affect,804.63,9
97,Night,674.19,1
98,Town,668.69,6
99,Center,304.0,5
100,Before,455.39,9
101,Industry,631.69,6
102,Pressure,821.56,9
103,Positive,122.42,10
104,Face,126.35,6
105,Election,790.01,2
106,Half,652.07,8
107,Black,804.78,2
108,Professor,964.56,7
109,Himself,340.93,5
110,Their,185.68,6
111,Cell,363.28,3
112,Authority,586.27,5
113,Campaign,398.76,10
114,Baby,467.92,2
115,Out,783.4,2
116,Statement,126.05,3
117,A,310.19,10
118,Less,322.47,7
119,Peace,923.45,8
120,Gun,722.16,4
121,Modern,437.83,8
122,Thought,111.46,4
123,Product,587.74,4
124,Wear,666.09,1
125,Career,549.5,7
126,Bar,420.39,6
127,Congress,827.34,1
128,Region,691.78,1
129,Require,282.57,1
130,Arm,524.74,10
131,Spring,960.43,5
132,Onto,177.79,5
133,Participant,663.42,3
134,Arrive,449.71,1
135,Pick,397.77,10
136,Necessary,231.03,5
137,Give,754.42,5
138,From,526.6,4
139,Not,688.6,6
140,Floor,173.71,10
141,Under,229.59,7
142,Look,972.18,8
143,Instead,607.33,8
144,Guess,183.29,5
145,Off,435.39,7
146,First,973.49,6
147,Thing,845.51,4
148,None,416.07,4
149,Building,15.4,9
150,Drug,366.79,3
151,Your,594.94,2
152,Pass,943.6,7
153,Nor,755.01,7
154,Discover,920.89,9
155,Investment,487.47,2
156,Firm,428.03,5
157,But,781.98,2
158,Teach,309.04,4
159,Long,285.02,6
160,Weight,879.81,2
161,All,704.44,8
162,Industry,522.45,5
163,Many,188.0,5
164,Information,489.74,5
165,Opportunity,855.7,3
166,Listen,446.44,10
167,Down,689.24,3
168,Weight,899.35,4
169,Concern,166.86,1
170,Meet,226.89,4
171,Become,419.91,7
172,From,143.11,9
173,Agree,628.36,3
174,Beautiful,542.11,6
175,Here,239.69,8
176,Director,167.09,5
177,Middle,147.57,1
178,Certain,928.25,9
179,Agree,966.74,3
180,Enjoy,208.55,2
181,Voice,421.94,8
182,Role,938.43,2
183,Art,240.35,5
184,Indicate,438.09,10
185,Culture,554.3,10
186,Rate,816.23,2
187,Small,435.47,8
188,Suggest,913.66,6
189,Agree,573.68,10
190,Old,319.52,7
191,Loss,687.37,4
192,Building,710.27,7
193,Between,108.93,7
194,Room,86.93,1
195,Property,581.0,6
196,Culture,589.79,5
197,Full,219.28,6
198,After,756.94,10
199,Poor,656.18,7
200,Deal,554.27,10
201,Recognize,126.36,8
202,Itself,690.32,8
203,Class,420.9,5
204,Item,904.91,7
205,Tree,103.64,10
206,Everybody,380.35,4
207,Set,788.93,4
208,Benefit,940.52,5
209,First,983.28,3
210,Debate,868.76,6
211,Wait,703.82,2
212,Bad,232.87,7
213,Sea,727.34,3
214,Continue,980.13,2
215,Us,908.31,3
216,Water,29.58,2
217,Window,938.58,3
218,Cover,727.26,9
219,Either,588.98,6
220,Discuss,141.56,7
221,Once,475.39,2
222,Really,332.83,2
223,Church,989.05,4
224,Role,724.79,2
225,More,423.93,8
226,Wide,804.36,3
227,Hospital,214.94,6
228,However,976.52,3
229,Mrs,864.77,2
230,Receive,612.64,10
231,Return,415.84,8
232,Possible,918.85,10
233,Pay,274.62,8
234,Card,474.82,6
235,Ahead,569.26,9
236,Weight,394.33,5
237,Away,677.77,3
238,Also,467.98,10
239,Enjoy,860.17,4
240,Nothing,856.24,7
241,Candidate,181.08,2
242,Same,393.66,8
243,Benefit,136.42,4
244,Level,831.5,6
245,Public,933.19,7
246,Feel,694.89,3
247,Per,306.9,7
248,In,690.68,1
249,Peace,585.29,5
250,Sister,558.19,7
251,Force,685.38,4
252,Prepare,445.5,4
253,Hospital,471.64,8
254,Weight,822.08,7
255,Many,54.43,1
256,Work,748.99,6
257,Memory,134.31,3
258,Huge,37.93,2
259,Mother,691.5,3
260,Show,341.56,8
261,Manage,828.15,5
262,Anything,734.39,7
263,Make,760.13,7
264,Easy,786.04,2
265,Join,847.81,6
266,Model,967.14,1
267,Respond,911.39,6
268,Side,727.64,5
269,Just,627.14,6
270,Stock,389.27,10
271,Institution,769.61,6
272,Provide,65.67,9
273,Set,249.82,3
274,Will,112.67,1
275,Much,134.36,7
276,Pm,886.67,10
277,Develop,927.69,9
278,Control,380.85,4
279,Series,710.19,3
280,How,955.66,4
281,Property,826.49,4
282,Every,392.62,6
283,Account,432.38,4
284,Certainly,949.97,3
285,Raise,160.32,5
286,Rise,646.52,1
287,Account,180.47,6
288,Pick,653.4,6
289,Sport,160.89,7
290,Run,465.95,7
291,Describe,589.24,7
292,Store,226.4,6
293,Face,545.09,10
294,Other,797.57,8
295,Among,186.69,5
296,Have,168.47,2
297,More,986.58,9
298,Top,318.38,1
299,Single,557.83,4
300,Ready,651.35,4
301,Set,697.32,5
302,Apply,222.83,5
303,Budget,949.19,4
304,Left,535.06,9
305,Process,476.52,4
306,Treat,673.36,7
307,Population,784.77,6
308,Hand,258.2,10
309,Pick,796.58,1
310,No,541.96,7
311,Arrive,606.41,5
312,Explain,926.99,8
313,Again,825.84,6
314,Edge,250.88,9
315,Cold,721.1,4
316,Majority,751.77,4
317,Toward,654.1,5
318,Father,337.97,8
319,Able,145.56,3
320,Music,493.24,10
321,Score,803.89,2
322,Magazine,54.22,9
323,Camera,624.67,4
324,Father,983.36,5
325,Church,810.79,1
326,Some,57.38,8
327,Word,203.93,1
328,Itself,892.43,10
329,Try,804.38,7
330,Against,21.56,2
331,We,413.26,7
332,Tend,846.82,1
333,Stop,884.52,1
334,Suddenly,483.11,9
335,Business,157.23,4
336,Yeah,806.58,7
337,Security,791.57,3
338,One,100.76,4
339,Beyond,243.08,5
340,Place,572.53,1
341,Culture,882.22,6
342,Remember,477.06,2
343,Member,300.8,7
344,Shake,619.91,5
345,Property,23.17,2
346,House,320.55,5
347,Figure,622.44,1
348,Or,751.61,1
349,Level,428.75,7
350,Enter,878.45,8
351,Hand,917.64,4
352,Rise,690.49,3
353,Reality,434.37,8
354,Realize,517.04,1
355,Four,247.32,7
356,Professional,442.37,8
357,Focus,661.67,9
358,Impact,233.17,9
359,Very,903.52,5
360,Account,60.04,7
361,Author,940.62,8
362,Outside,610.07,6
363,Especially,192.37,5
364,Involve,187.1,10
365,Move,243.57,6
366,Like,78.11,2
367,Instead,104.82,6
368,Reach,466.96,8
369,Environmental,717.2,7
370,Dog,141.89,7
371,Worry,992.67,10
372,Argue,459.97,8
373,Fish,732.85,1
374,Could,841.68,2
375,And,485.57,3
376,Affect,968.94,2
377,Increase,494.07,10
378,About,803.35,3
379,Man,330.39,2
380,Exist,588.74,10
381,Child,256.74,7
382,Bed,709.66,9
383,Service,859.86,3
384,Memory,587.98,5
385,As,568.22,5
386,Need,307.99,7
387,Behavior,427.93,6
388,Once,182.11,2
389,Explain,322.77,5
390,Here,721.08,8
391,Manager,922.16,3
392,Course,131.83,9
393,Firm,133.29,1
394,Total,728.04,6
395,Expect,56.46,3
396,Week,307.85,5
397,Somebody,391.59,4
398,Challenge,811.98,10
399,Key,479.91,9
400,Free,754.63,6
401,Hospital,146.17,7
402,Art,798.82,8
403,Management,847.17,9
404,Yet,293.94,10
405,Difference,656.12,9
406,Scientist,385.63,1
407,Couple,753.24,6
408,Skin,331.43,5
409,Network,429.49,1
410,Law,28.65,7
411,Sister,312.05,1
412,Machine,733.01,6
413,Single,126.8,1
414,Always,179.29,1
415,Remain,695.38,1
416,Test,680.61,8
417,Anyone,481.06,4
418,Finally,428.03,4
419,Feeling,383.89,2
420,Minute,570.38,3
421,Assume,733.51,5
422,Lose,468.9,10
423,Want,475.04,9
424,Early,331.27,9
425,Early,156.64,6
426,Even,14.16,4
427,Be,805.41,8
428,Mean,962.67,4
429,Above,877.87,9
430,Should,801.56,10
431,Shoulder,649.49,5
432,Everybody,659.69,4
433,Son,673.69,2
434,Bad,906.25,7
435,Outside,663.27,7
436,Someone,116.46,9
437,Her,875.29,3
438,Dinner,851.28,5
439,Director,92.44,2
440,Mr,103.31,1
441,All,409.24,7
442,Necessary,983.16,9
443,Site,350.45,1
444,Skin,272.07,6
445,Economy,226.17,5
446,Save,580.6,8
447,Glass,205.12,4
448,For,808.43,5
449,Any,237.37,9
450,City,244.19,7
451,Around,207.96,2
452,Maintain,974.95,4
453,Side,527.4,8
454,City,193.29,10
455,Wish,175.38,7
456,Drop,179.14,6
457,Her,126.19,7
458,Them,451.96,6
459,Computer,926.99,9
460,That,278.11,9
461,Reality,897.88,7
462,Human,37.28,9
463,Skill,535.23,1
464,Never,479.39,10
465,Small,453.2,2
466,Cultural,449.66,2
467,Be,546.23,9
468,Tv,703.21,8
469,Great,837.07,9
470,Matter,461.3,5
471,Popular,775.82,6
472,Notice,149.9,6
473,Leave,237.28,9
474,Paper,341.2,7
475,Around,518.27,1
476,Unit,493.07,3
477,Option,505.01,6
