id,order_id,amount,method
1,82,675.76,bank_transfer
2,2,542.86,bank_transfer
3,1,783.61,bank_transfer
4,39,256.65,bank_transfer
5,30,270.21,paypal
6,90,120.51,paypal
7,36,706.68,bank_transfer
8,17,610.01,paypal
9,7,618.19,credit_card
10,19,797.41,paypal
11,23,670.09,bank_transfer
12,47,716.33,credit_card
13,6,659.66,credit_card
14,54,704.5,bank_transfer
15,53,662.62,bank_transfer
16,81,750.92,credit_card
17,24,991.62,credit_card
18,92,220.5,credit_card
19,24,578.65,credit_card
20,93,988.46,bank_transfer
21,97,615.04,paypal
22,94,269.37,credit_card
23,98,145.08,bank_transfer
24,95,288.42,bank_transfer
25,77,902.97,bank_transfer
26,64,904.85,bank_transfer
27,24,944.79,bank_transfer
28,15,704.52,credit_card
29,91,183.57,bank_transfer
30,100,36.77,paypal
31,96,247.19,bank_transfer
32,41,857.08,credit_card
33,21,592.08,credit_card
34,15,62.11,paypal
35,93,340.43,paypal
36,82,631.71,bank_transfer
37,74,98.66,paypal
38,63,20.26,credit_card
39,24,261.87,credit_card
40,19,707.8,paypal
41,89,343.29,bank_transfer
42,20,507.88,credit_card
43,56,877.54,paypal
44,81,940.49,bank_transfer
45,6,287.04,paypal
46,73,545.89,paypal
47,80,178.34,credit_card
48,100,897.44,bank_transfer
49,64,615.47,paypal
50,72,553.36,paypal
51,62,77.68,paypal
52,63,310.66,credit_card
53,98,921.88,bank_transfer
54,30,563.52,credit_card
55,59,992.66,bank_transfer
56,22,38.59,paypal
57,34,294.78,credit_card
58,93,60.54,credit_card
59,50,668.41,credit_card
60,99,222.06,paypal
61,58,502.5,paypal
62,40,452.36,credit_card
63,29,969.09,paypal
64,25,594.63,credit_card
65,30,521.14,bank_transfer
66,37,784.49,bank_transfer
67,17,223.86,bank_transfer
68,56,204.34,bank_transfer
69,35,474.43,bank_transfer
70,80,737.5,credit_card
71,18,32.3,credit_card
72,61,355.8,paypal
73,24,914.4,paypal
74,15,414.56,bank_transfer
75,96,644.27,credit_card
76,4,973.16,paypal
77,7,230.6,paypal
78,1,295.31,bank_transfer
79,4,241.55,paypal
80,60,126.82,bank_transfer
81,11,940.2,bank_transfer
82,15,29.0,credit_card
83,1,857.37,credit_card
84,68,700.26,bank_transfer
85,57,821.15,credit_card
86,37,803.11,bank_transfer
87,100,108.62,bank_transfer
88,1,949.7,credit_card
89,61,206.77,bank_transfer
90,50,142.25,credit_card
91,34,417.49,paypal
92,85,21.6,credit_card
93,75,21.97,credit_card
94,76,267.16,credit_card
95,67,892.32,credit_card
96,62,287.55,paypal
97,85,110.44,credit_card
98,78,891.22,bank_transfer
99,80,657.17,credit_card
100,52,461.0,paypal
101,41,278.27,paypal
102,98,928.81,credit_card
103,56,837.25,bank_transfer
104,96,634.99,bank_transfer
105,15,252.23,paypal
106,53,819.53,bank_transfer
107,65,127.13,credit_card
108,72,267.76,bank_transfer
109,76,821.44,paypal
110,69,936.6,credit_card
111,77,594.98,credit_card
112,76,143.92,paypal
113,1,941.31,credit_card
114,35,785.38,paypal
115,54,123.33,paypal
116,91,417.55,paypal
117,18,643.46,paypal
118,12,175.42,paypal
119,73,727.51,credit_card
120,23,373.84,paypal
121,77,845.51,credit_card
122,32,735.09,credit_card
123,27,600.06,paypal
124,76,534.63,paypal
125,34,287.24,paypal
126,29,597.64,bank_transfer
127,55,176.12,paypal
128,14,110.34,bank_transfer
129,53,957.95,credit_card
130,100,412.41,paypal
131,26,949.44,paypal
132,80,997.19,bank_transfer
133,10,510.04,bank_transfer
134,2,414.53,bank_transfer
135,95,661.75,paypal
136,82,675.14,bank_transfer
137,81,939.42,credit_card
138,8,172.79,credit_card
139,63,851.0,credit_card
140,51,306.87,credit_card
141,27,663.07,credit_card
142,8,81.09,paypal
143,73,961.13,paypal
144,76,886.03,credit_card
145,19,861.5,bank_transfer
146,71,493.67,paypal
147,61,880.54,credit_card
148,51,162.97,paypal
149,76,588.09,bank_transfer
150,63,292.25,paypal
151,40,87.25,credit_card
152,91,294.43,bank_transfer
153,9,799.87,paypal
154,1,171.66,credit_card
155,40,124.5,paypal
156,70,416.9,credit_card
157,83,335.19,bank_transfer
158,48,119.5,paypal
159,24,995.44,credit_card
160,77,959.34,bank_transfer
161,68,797.07,credit_card
162,43,228.01,credit_card
163,65,23.76,paypal
164,13,406.71,paypal
