id,order_id,amount,method
1,33,119.57,credit_card
2,32,581.52,paypal
3,49,93.03,credit_card
4,62,191.73,bank_transfer
5,95,466.33,bank_transfer
6,92,149.61,bank_transfer
7,41,837.36,bank_transfer
8,34,139.67,credit_card
9,69,504.75,paypal
10,34,522.76,paypal
11,35,367.45,paypal
12,39,102.98,bank_transfer
13,93,704.74,credit_card
14,19,756.71,bank_transfer
15,67,123.65,credit_card
16,72,949.86,credit_card
17,67,153.65,bank_transfer
18,58,891.75,credit_card
19,23,742.59,bank_transfer
20,15,758.08,bank_transfer
21,70,792.75,paypal
22,33,757.75,bank_transfer
23,54,692.66,paypal
24,60,307.59,paypal
25,64,122.54,paypal
26,1,302.88,paypal
27,45,356.08,credit_card
28,92,909.89,bank_transfer
29,83,697.72,credit_card
30,17,579.36,bank_transfer
31,94,423.15,paypal
32,86,656.64,bank_transfer
33,18,940.87,bank_transfer
34,78,622.0,paypal
35,46,907.71,bank_transfer
36,54,636.77,bank_transfer
37,50,157.87,paypal
38,76,827.17,credit_card
39,88,174.52,credit_card
40,73,661.33,bank_transfer
41,34,169.32,bank_transfer
42,41,817.5,credit_card
43,96,370.89,paypal
44,32,928.66,bank_transfer
45,69,75.09,credit_card
46,7,762.33,paypal
47,90,632.45,credit_card
48,70,234.48,bank_transfer
49,15,973.45,bank_transfer
50,29,948.77,paypal
51,12,582.83,paypal
52,83,218.21,paypal
53,44,852.71,credit_card
54,7,476.24,paypal
55,92,791.9,credit_card
56,50,940.32,bank_transfer
57,53,291.0,bank_transfer
58,34,757.09,bank_transfer
59,22,905.45,paypal
60,43,462.61,credit_card
61,96,152.71,credit_card
62,97,408.07,paypal
63,23,90.88,credit_card
64,86,47.01,bank_transfer
65,85,448.69,paypal
66,93,658.24,paypal
67,73,539.51,paypal
68,98,979.51,credit_card
69,51,224.67,credit_card
70,79,217.12,credit_card
71,50,929.49,paypal
72,78,201.24,paypal
73,42,490.25,bank_transfer
74,91,478.67,bank_transfer
75,27,943.59,bank_transfer
76,43,748.1,credit_card
