id,user_id,product_id,quantity,order_date
1,13,50,5,2025-06-17
2,17,49,4,2025-06-01
3,15,46,3,2025-06-04
4,3,64,1,2025-06-08
5,21,79,4,2025-06-06
6,100,16,3,2025-05-31
7,23,36,5,2025-06-05
8,96,36,2,2025-05-28
9,96,28,5,2025-05-31
10,90,10,2,2025-06-21
11,79,3,4,2025-06-19
12,99,79,5,2025-06-12
13,44,63,2,2025-06-10
14,99,53,2,2025-05-25
15,5,95,4,2025-06-02
16,50,36,2,2025-05-30
17,66,20,1,2025-06-18
18,40,92,1,2025-06-21
19,66,89,3,2025-06-18
20,23,92,3,2025-06-22
21,42,34,4,2025-06-04
22,86,84,2,2025-06-20
23,29,86,2,2025-05-29
24,82,41,5,2025-06-17
25,52,16,4,2025-06-05
26,61,7,1,2025-05-28
27,50,46,3,2025-06-13
28,80,96,1,2025-06-13
29,49,63,4,2025-06-02
30,5,42,4,2025-06-10
31,7,56,2,2025-06-13
32,28,86,1,2025-05-29
33,99,66,1,2025-06-10
34,67,97,4,2025-06-16
35,55,48,3,2025-06-03
36,23,47,3,2025-06-11
37,28,56,4,2025-06-06
38,66,54,3,2025-06-08
39,80,32,4,2025-06-08
40,76,11,4,2025-06-15
41,61,35,2,2025-06-15
42,40,34,3,2025-06-15
43,60,5,1,2025-06-17
44,43,81,5,2025-05-30
45,74,23,2,2025-06-11
46,2,18,2,2025-06-05
47,10,80,1,2025-06-23
48,54,50,5,2025-06-15
49,45,55,1,2025-06-23
50,96,67,4,2025-06-12
51,21,13,2,2025-06-18
52,38,81,5,2025-06-02
53,33,1,5,2025-06-19
54,26,2,4,2025-06-09
55,48,47,4,2025-06-20
56,57,95,4,2025-06-04
57,74,21,3,2025-05-30
58,53,85,5,2025-06-05
59,89,15,3,2025-06-22
60,99,76,2,2025-06-20
61,52,84,4,2025-06-20
62,94,55,1,2025-05-29
63,89,22,1,2025-06-06
64,81,62,1,2025-06-23
65,87,34,2,2025-06-15
66,38,83,4,2025-06-04
67,74,74,3,2025-06-05
68,72,60,3,2025-06-10
69,2,7,5,2025-06-02
70,3,49,4,2025-05-31
71,14,85,5,2025-06-06
72,48,52,3,2025-06-21
73,26,93,4,2025-06-08
74,83,78,5,2025-06-21
75,62,46,4,2025-06-23
76,56,14,3,2025-06-12
77,90,61,1,2025-06-10
78,65,29,3,2025-05-25
79,12,23,4,2025-06-21
80,78,92,4,2025-05-29
81,48,94,5,2025-06-19
82,73,34,5,2025-06-19
83,98,48,4,2025-05-28
84,20,78,4,2025-06-17
85,18,99,2,2025-06-10
86,100,80,1,2025-06-11
87,11,46,2,2025-06-01
88,97,48,1,2025-06-10
89,33,92,4,2025-05-31
90,42,1,5,2025-06-06
91,86,60,4,2025-05-26
92,81,21,4,2025-06-04
93,41,4,1,2025-06-06
94,60,12,5,2025-05-30
95,38,21,5,2025-05-28
96,41,92,3,2025-06-02
97,82,37,4,2025-06-08
98,14,57,5,2025-05-29
99,93,23,3,2025-06-16
100,41,30,4,2025-06-12
101,46,37,5,2025-06-12
102,98,72,2,2025-05-26
103,13,79,4,2025-06-20
104,73,35,3,2025-06-14
105,91,81,2,2025-06-15
106,72,47,1,2025-06-13
107,100,95,4,2025-06-21
108,34,19,4,2025-06-04
109,87,6,3,2025-06-16
110,44,94,1,2025-06-16
111,42,58,1,2025-06-19
112,37,2,5,2025-05-30
113,48,75,2,2025-05-30
114,60,68,1,2025-06-03
115,51,36,5,2025-06-17
116,54,34,1,2025-06-02
117,62,89,5,2025-06-14
118,15,47,1,2025-06-20
119,21,93,2,2025-06-18
120,40,61,3,2025-06-04
121,53,32,5,2025-06-10
122,3,11,1,2025-06-15
123,57,69,5,2025-06-14
124,52,29,3,2025-06-13
125,73,53,2,2025-06-12
126,91,72,2,2025-05-31
127,14,3,4,2025-06-10
128,24,47,5,2025-06-18
129,55,43,5,2025-06-10
130,4,51,1,2025-05-26
131,14,50,5,2025-06-03
132,44,49,3,2025-06-12
133,85,9,4,2025-06-05
134,24,10,1,2025-06-14
135,25,66,4,2025-06-10
136,79,95,2,2025-06-13
137,45,48,5,2025-05-27
138,26,17,2,2025-06-17
139,65,67,3,2025-06-04
140,67,55,2,2025-05-30
141,90,94,3,2025-06-13
142,66,31,4,2025-06-13
143,31,35,2,2025-06-21
144,44,57,2,2025-06-20
145,95,48,4,2025-06-21
146,24,14,2,2025-06-12
147,73,48,4,2025-06-05
148,72,67,1,2025-06-17
149,55,18,3,2025-06-21
150,38,97,5,2025-05-27
151,72,40,5,2025-06-04
152,54,52,4,2025-06-20
153,30,89,1,2025-06-04
154,25,45,3,2025-06-01
155,99,1,2,2025-05-28
156,97,68,2,2025-06-21
157,35,28,3,2025-05-29
158,95,72,1,2025-05-27
159,93,66,4,2025-06-16
160,25,82,1,2025-06-21
161,62,74,1,2025-06-07
162,90,66,5,2025-05-25
163,80,89,5,2025-05-29
164,60,43,5,2025-05-31
165,22,73,2,2025-05-26
166,70,8,2,2025-06-02
167,34,61,5,2025-05-28
168,5,70,3,2025-06-10
169,18,52,4,2025-06-12
170,77,34,5,2025-05-30
171,88,81,3,2025-06-23
172,86,32,3,2025-05-27
173,44,37,2,2025-06-16
174,60,64,1,2025-06-17
175,6,17,3,2025-06-05
176,36,54,2,2025-05-30
177,53,84,4,2025-06-18
178,55,15,2,2025-06-20
179,76,10,1,2025-06-10
180,55,14,1,2025-05-26
181,27,90,1,2025-06-19
182,44,52,1,2025-06-03
183,33,9,4,2025-05-26
184,4,55,4,2025-06-21
185,19,6,2,2025-06-05
186,35,78,3,2025-06-18
187,69,52,5,2025-06-04
188,83,65,2,2025-06-12
189,31,30,2,2025-06-13
190,10,38,2,2025-06-07
191,24,92,4,2025-05-29
192,50,9,1,2025-05-28
193,32,36,1,2025-06-01
194,86,78,3,2025-06-14
195,87,6,2,2025-06-13
196,5,76,3,2025-05-29
197,73,53,1,2025-06-03
198,62,7,1,2025-05-30
199,28,88,4,2025-06-21
200,37,7,3,2025-05-27
201,68,27,5,2025-06-06
202,48,33,4,2025-05-31
203,36,86,4,2025-06-06
204,83,4,4,2025-06-17
205,28,90,5,2025-05-31
206,4,93,4,2025-05-29
207,20,50,3,2025-06-14
208,92,49,3,2025-06-20
209,9,67,2,2025-06-02
210,25,26,5,2025-06-12
211,98,24,1,2025-06-17
212,25,2,4,2025-05-29
213,22,58,1,2025-06-22
214,78,47,2,2025-06-23
215,45,61,4,2025-06-11
216,91,79,5,2025-06-06
217,78,36,4,2025-05-26
218,21,63,4,2025-06-14
219,91,2,2,2025-06-10
220,21,86,1,2025-06-06
221,1,61,1,2025-06-13
222,21,80,1,2025-06-22
223,73,11,4,2025-06-04
224,21,52,4,2025-06-16
225,51,23,2,2025-05-29
226,39,15,4,2025-06-11
227,95,13,1,2025-06-04
228,94,46,2,2025-06-02
229,96,47,2,2025-06-20
230,19,33,3,2025-06-05
231,36,82,3,2025-06-10
232,32,62,3,2025-06-07
233,43,94,5,2025-06-01
234,16,45,2,2025-06-08
235,45,74,4,2025-06-19
236,87,62,5,2025-06-20
237,99,61,3,2025-06-21
238,58,52,2,2025-06-15
239,60,91,1,2025-06-23
240,90,30,1,2025-06-02
241,6,25,3,2025-05-27
242,22,90,3,2025-06-19
243,39,59,3,2025-05-30
244,49,4,5,2025-05-29
245,73,42,2,2025-05-27
246,46,78,2,2025-06-09
247,89,76,5,2025-05-31
248,29,13,2,2025-06-12
249,31,24,2,2025-06-22
250,20,48,3,2025-06-15
251,27,4,5,2025-06-23
252,33,59,3,2025-06-19
253,47,50,4,2025-05-26
254,18,80,2,2025-06-23
255,14,98,3,2025-05-29
256,85,50,2,2025-06-18
257,61,33,4,2025-06-07
258,82,76,4,2025-06-07
259,2,40,3,2025-05-30
260,50,94,3,2025-05-29
261,84,45,3,2025-06-11
262,96,2,3,2025-06-01
263,31,20,1,2025-05-25
264,31,78,2,2025-05-27
265,91,95,1,2025-06-17
266,19,50,5,2025-06-21
267,12,64,2,2025-05-31
268,39,48,5,2025-05-26
269,74,34,5,2025-06-12
270,33,84,1,2025-06-15
271,78,55,4,2025-06-02
272,82,91,2,2025-06-18
273,62,14,4,2025-06-21
274,79,31,3,2025-06-18
275,68,89,1,2025-06-20
276,93,45,2,2025-06-11
277,92,67,2,2025-06-08
278,72,68,2,2025-06-12
279,93,61,2,2025-06-18
280,59,61,3,2025-06-11
281,58,25,4,2025-06-18
282,95,61,3,2025-06-14
283,41,53,4,2025-06-17
284,15,23,1,2025-06-02
285,23,43,5,2025-06-03
286,93,10,2,2025-06-05
287,56,62,3,2025-05-30
288,95,59,4,2025-06-14
289,32,87,5,2025-05-31
