id,order_id,amount,method
1,67,299.13,bank_transfer
2,16,649.34,bank_transfer
3,34,796.21,paypal
4,100,541.52,bank_transfer
5,17,60.88,credit_card
6,3,902.93,paypal
7,59,264.92,bank_transfer
8,52,990.69,bank_transfer
9,27,651.19,credit_card
10,40,979.3,bank_transfer
11,41,704.38,credit_card
12,75,286.86,bank_transfer
13,85,830.43,credit_card
14,15,30.25,credit_card
15,73,500.17,bank_transfer
16,31,616.26,bank_transfer
17,7,607.15,credit_card
18,40,81.36,bank_transfer
19,4,286.86,paypal
20,53,48.02,bank_transfer
21,33,365.14,paypal
22,56,671.4,credit_card
23,20,277.47,paypal
24,4,988.65,bank_transfer
25,46,218.13,paypal
26,25,419.52,bank_transfer
27,77,502.61,bank_transfer
28,86,413.21,bank_transfer
29,11,783.5,paypal
30,43,472.0,credit_card
31,38,292.53,paypal
32,23,636.4,credit_card
33,13,319.4,paypal
34,91,913.86,paypal
35,86,246.59,bank_transfer
36,22,190.09,credit_card
37,10,81.7,credit_card
38,84,474.77,paypal
39,29,117.96,paypal
40,94,63.95,bank_transfer
41,58,238.3,credit_card
42,15,74.3,bank_transfer
43,80,443.41,credit_card
44,25,763.65,credit_card
45,58,268.88,paypal
46,79,274.68,credit_card
47,43,404.02,credit_card
48,99,33.6,paypal
49,18,622.82,credit_card
50,11,276.47,bank_transfer
51,36,960.01,bank_transfer
52,39,437.03,credit_card
53,43,21.89,paypal
54,34,338.64,credit_card
55,57,915.42,bank_transfer
56,30,783.14,paypal
57,70,828.79,paypal
58,77,101.24,credit_card
59,73,999.35,paypal
60,93,998.73,bank_transfer
61,19,795.67,credit_card
62,14,912.87,credit_card
63,19,223.58,bank_transfer
64,35,508.9,bank_transfer
65,28,218.51,paypal
66,67,327.52,credit_card
67,51,50.3,bank_transfer
68,6,618.85,credit_card
69,11,191.2,bank_transfer
70,27,260.11,bank_transfer
71,54,379.3,paypal
72,96,435.09,paypal
73,6,461.56,bank_transfer
74,87,958.77,paypal
75,68,337.89,credit_card
76,22,779.2,credit_card
77,13,117.75,paypal
78,39,609.42,credit_card
79,5,857.94,paypal
80,99,927.24,paypal
81,13,928.56,paypal
82,26,853.26,credit_card
83,19,830.95,credit_card
84,10,43.64,bank_transfer
85,10,846.73,bank_transfer
86,5,261.01,credit_card
87,74,649.05,credit_card
88,56,993.29,bank_transfer
89,36,24.69,bank_transfer
90,69,848.5,bank_transfer
91,99,592.52,bank_transfer
92,19,786.04,bank_transfer
93,1,414.2,bank_transfer
94,11,286.48,bank_transfer
95,64,476.66,paypal
96,57,833.62,bank_transfer
97,2,176.19,bank_transfer
98,83,608.07,credit_card
99,97,459.52,credit_card
100,42,681.45,credit_card
101,58,780.56,bank_transfer
102,38,938.41,bank_transfer
103,36,439.65,paypal
104,2,738.54,credit_card
105,33,832.55,credit_card
106,49,843.69,paypal
107,72,596.06,paypal
108,20,451.33,credit_card
109,60,981.93,paypal
110,62,963.63,credit_card
111,51,386.23,paypal
112,80,70.8,credit_card
113,77,821.7,credit_card
114,21,621.16,paypal
115,43,656.69,paypal
116,63,615.54,bank_transfer
117,6,781.26,paypal
118,79,474.67,paypal
119,32,435.93,paypal
120,2,537.55,paypal
121,28,168.0,bank_transfer
122,49,460.53,paypal
123,22,946.43,paypal
124,3,110.69,bank_transfer
125,30,750.45,paypal
126,27,648.15,credit_card
127,18,815.46,bank_transfer
128,72,259.61,paypal
129,99,731.08,paypal
130,64,620.52,paypal
131,83,988.36,paypal
132,88,345.73,paypal
133,39,681.28,credit_card
134,59,193.08,paypal
135,35,188.35,paypal
136,70,350.26,credit_card
137,81,156.17,credit_card
138,91,881.11,paypal
139,41,420.41,paypal
140,70,510.82,credit_card
141,12,605.29,credit_card
142,11,701.58,bank_transfer
143,100,503.01,credit_card
144,19,292.33,bank_transfer
145,52,470.26,paypal
146,16,155.38,bank_transfer
147,83,269.71,bank_transfer
148,42,530.89,paypal
149,92,195.58,credit_card
150,73,202.93,bank_transfer
151,95,517.13,credit_card
152,54,439.48,bank_transfer
153,55,413.29,paypal
154,88,761.8,credit_card
155,66,719.24,paypal
156,27,157.79,paypal
157,72,512.91,paypal
158,17,186.11,bank_transfer
159,80,951.75,bank_transfer
160,76,840.72,paypal
161,25,855.03,paypal
162,76,840.21,paypal
163,7,44.83,bank_transfer
164,54,221.17,credit_card
165,37,555.17,bank_transfer
166,2,218.0,credit_card
167,94,320.82,bank_transfer
168,43,530.17,paypal
169,85,248.97,bank_transfer
170,40,600.76,credit_card
171,92,243.24,credit_card
172,73,782.58,bank_transfer
173,10,152.91,credit_card
174,63,803.71,bank_transfer
175,72,723.57,bank_transfer
176,4,988.52,paypal
177,30,978.65,bank_transfer
178,17,860.65,bank_transfer
179,2,311.61,paypal
180,18,472.83,paypal
181,7,233.69,credit_card
182,85,173.37,credit_card
183,71,954.66,paypal
184,30,982.54,paypal
185,60,380.94,credit_card
186,46,697.57,credit_card
187,22,627.81,bank_transfer
188,14,834.05,paypal
189,60,469.56,credit_card
190,26,54.6,paypal
191,10,544.52,bank_transfer
192,78,548.52,credit_card
193,27,80.33,bank_transfer
194,28,205.48,credit_card
195,56,135.22,paypal
196,24,880.04,paypal
197,24,517.55,paypal
198,13,996.27,paypal
199,47,584.81,credit_card
200,86,524.68,credit_card
201,27,645.47,credit_card
202,22,531.99,paypal
203,5,129.59,paypal
204,59,916.33,paypal
205,1,128.64,credit_card
206,38,856.6,credit_card
207,9,510.46,bank_transfer
208,91,285.64,paypal
209,86,27.32,credit_card
210,87,533.57,bank_transfer
211,86,977.56,paypal
212,71,994.58,credit_card
213,2,797.31,paypal
214,31,87.2,paypal
215,49,184.37,bank_transfer
216,30,385.19,bank_transfer
217,65,699.96,paypal
218,6,870.64,bank_transfer
219,61,440.56,credit_card
220,39,247.96,credit_card
221,6,842.7,credit_card
222,85,887.13,credit_card
223,48,555.5,bank_transfer
224,17,152.5,credit_card
225,48,831.88,credit_card
226,36,969.07,credit_card
227,67,735.85,credit_card
228,42,77.33,bank_transfer
229,57,833.85,credit_card
230,49,136.5,paypal
231,49,279.53,bank_transfer
232,27,754.84,bank_transfer
233,11,727.72,credit_card
234,50,756.46,bank_transfer
235,52,288.89,paypal
236,30,71.59,paypal
237,78,714.67,bank_transfer
238,52,901.42,paypal
239,93,612.69,credit_card
240,10,132.86,bank_transfer
241,67,463.72,paypal
242,20,447.22,paypal
243,12,255.62,credit_card
244,48,465.19,paypal
245,9,614.35,bank_transfer
246,90,816.35,bank_transfer
247,29,416.44,credit_card
248,83,711.21,credit_card
249,93,718.68,credit_card
250,55,540.54,credit_card
251,7,751.44,paypal
252,62,408.68,credit_card
253,23,550.28,paypal
254,74,442.79,bank_transfer
255,77,802.46,credit_card
256,6,43.82,paypal
257,45,502.58,credit_card
258,90,553.95,paypal
259,97,674.87,credit_card
260,37,311.65,credit_card
261,95,788.32,credit_card
262,48,89.33,paypal
263,12,356.1,bank_transfer
264,99,20.95,credit_card
265,32,944.74,bank_transfer
266,28,310.17,paypal
267,60,696.74,bank_transfer
268,97,960.21,credit_card
269,18,560.57,bank_transfer
270,42,452.07,paypal
271,39,315.93,paypal
272,79,431.71,bank_transfer
273,6,318.81,bank_transfer
274,29,742.74,bank_transfer
275,84,426.54,credit_card
276,90,990.9,credit_card
277,30,285.55,paypal
278,47,596.04,bank_transfer
279,13,914.31,paypal
280,16,562.74,bank_transfer
281,75,264.84,credit_card
282,46,469.23,credit_card
283,71,347.44,credit_card
284,39,485.21,paypal
285,67,987.2,bank_transfer
286,98,516.33,credit_card
287,99,129.85,paypal
288,74,421.35,bank_transfer
289,5,24.24,bank_transfer
290,74,312.02,bank_transfer
291,37,237.24,paypal
292,17,598.93,bank_transfer
293,6,875.31,bank_transfer
294,19,901.48,paypal
295,23,597.79,bank_transfer
296,35,47.82,paypal
297,52,292.45,paypal
298,44,298.86,credit_card
299,58,325.41,credit_card
300,66,24.95,credit_card
301,31,181.46,bank_transfer
302,69,629.35,bank_transfer
303,58,567.12,bank_transfer
304,45,944.9,bank_transfer
305,28,683.55,credit_card
306,30,921.8,paypal
307,37,824.71,bank_transfer
308,37,503.89,paypal
309,61,658.67,credit_card
310,33,693.91,credit_card
311,25,610.98,bank_transfer
312,6,133.45,bank_transfer
313,29,353.39,bank_transfer
314,84,549.85,bank_transfer
315,10,693.8,credit_card
316,71,965.26,paypal
317,26,692.07,bank_transfer
318,6,467.21,credit_card
319,8,555.29,credit_card
320,29,137.98,bank_transfer
321,66,106.89,bank_transfer
322,98,198.99,paypal
323,38,999.05,credit_card
324,32,654.49,credit_card
325,4,401.26,bank_transfer
326,57,188.48,bank_transfer
327,62,96.7,bank_transfer
328,80,746.92,bank_transfer
329,73,740.08,bank_transfer
330,46,503.41,credit_card
331,57,155.59,credit_card
332,56,767.92,bank_transfer
333,10,333.06,credit_card
334,12,368.95,credit_card
335,66,49.24,paypal
336,42,313.6,bank_transfer
337,22,836.94,credit_card
338,18,787.93,bank_transfer
339,99,507.77,bank_transfer
340,55,248.66,paypal
341,76,634.83,paypal
342,33,232.13,paypal
343,87,901.01,bank_transfer
344,23,995.19,credit_card
345,70,704.24,bank_transfer
346,78,815.29,bank_transfer
347,64,363.86,paypal
348,92,360.9,bank_transfer
349,27,483.81,credit_card
350,40,952.57,bank_transfer
351,90,229.08,bank_transfer
352,32,258.56,paypal
353,26,630.35,credit_card
354,74,419.51,credit_card
355,18,556.24,bank_transfer
356,34,117.94,bank_transfer
357,93,904.63,bank_transfer
358,58,691.32,bank_transfer
359,86,161.43,paypal
360,96,254.4,credit_card
361,43,624.31,paypal
362,33,22.79,bank_transfer
363,45,694.37,bank_transfer
364,11,915.21,paypal
365,11,282.21,paypal
366,41,989.15,credit_card
367,3,871.64,credit_card
368,8,839.89,paypal
369,53,707.32,paypal
370,96,286.67,credit_card
371,93,882.94,credit_card
372,66,231.9,bank_transfer
373,90,445.05,credit_card
374,62,150.92,bank_transfer
375,14,439.27,bank_transfer
376,78,176.49,bank_transfer
377,65,573.38,bank_transfer
378,11,755.89,paypal
379,1,691.75,bank_transfer
380,46,646.78,credit_card
381,75,974.3,credit_card
382,81,604.78,paypal
383,24,569.54,bank_transfer
384,87,367.76,credit_card
385,36,635.26,bank_transfer
386,40,890.39,bank_transfer
387,43,744.36,credit_card
388,71,453.39,credit_card
389,11,741.05,paypal
390,64,198.85,credit_card
391,38,189.27,bank_transfer
392,100,203.69,credit_card
393,98,424.1,credit_card
394,92,932.21,bank_transfer
395,93,805.95,credit_card
396,60,248.15,credit_card
397,100,214.5,paypal
398,6,213.26,credit_card
399,82,73.81,credit_card
400,72,55.48,bank_transfer
401,90,608.8,bank_transfer
402,40,405.28,credit_card
403,10,198.9,bank_transfer
404,42,985.16,bank_transfer
405,5,610.05,credit_card
406,43,309.28,bank_transfer
407,28,795.93,bank_transfer
408,84,341.54,paypal
409,34,247.7,credit_card
410,14,597.1,paypal
411,90,776.11,bank_transfer
412,70,937.6,paypal
413,15,473.26,paypal
414,72,212.66,bank_transfer
415,80,289.25,credit_card
416,47,241.79,bank_transfer
417,100,713.87,paypal
418,97,69.09,paypal
419,26,604.87,credit_card
420,44,145.53,paypal
421,10,409.66,bank_transfer
422,20,684.51,paypal
423,78,559.71,credit_card
424,84,682.76,paypal
425,80,377.93,paypal
426,80,135.89,credit_card
427,53,222.86,credit_card
428,79,315.37,bank_transfer
429,30,121.29,bank_transfer
430,60,884.34,paypal
431,7,830.08,bank_transfer
432,20,201.76,paypal
433,89,869.23,paypal
434,90,406.13,paypal
435,4,225.34,paypal
436,30,361.87,paypal
437,15,621.84,paypal
438,15,115.52,credit_card
439,33,744.43,credit_card
440,88,637.75,paypal
441,96,474.44,paypal
442,19,820.73,paypal
443,69,702.37,credit_card
444,3,144.24,credit_card
445,59,893.19,bank_transfer
446,64,167.48,paypal
447,9,723.18,paypal
448,3,682.4,credit_card
449,78,689.64,credit_card
450,52,208.63,paypal
451,38,279.32,credit_card
452,86,916.39,bank_transfer
453,7,597.48,bank_transfer
454,80,644.75,credit_card
455,72,447.04,credit_card
456,91,132.3,bank_transfer
457,51,225.09,bank_transfer
458,1,935.85,bank_transfer
459,99,514.04,bank_transfer
460,98,506.66,paypal
461,53,563.88,bank_transfer
462,7,605.32,bank_transfer
463,30,218.94,bank_transfer
464,75,184.89,paypal
465,69,908.05,credit_card
466,12,578.57,paypal
467,60,828.92,paypal
468,94,908.76,paypal
469,98,49.97,paypal
470,49,895.46,paypal
471,59,246.41,credit_card
472,45,599.46,credit_card
473,83,495.22,paypal
474,67,240.95,paypal
475,65,524.51,bank_transfer
476,60,873.33,credit_card
477,91,415.05,credit_card
478,57,794.79,bank_transfer
479,11,179.6,paypal
480,14,573.11,paypal
481,2,357.46,credit_card
482,3,632.29,credit_card
483,96,161.51,credit_card
484,51,484.62,bank_transfer
485,93,502.26,bank_transfer
486,62,906.32,credit_card
487,84,598.27,paypal
488,49,66.49,paypal
489,22,436.59,credit_card
490,56,33.36,bank_transfer
491,42,837.22,credit_card
492,66,964.41,bank_transfer
493,70,541.11,paypal
494,43,352.96,paypal
495,89,913.42,paypal
496,17,714.71,bank_transfer
497,46,600.13,credit_card
498,79,234.36,bank_transfer
499,24,667.97,bank_transfer
500,18,928.02,paypal
501,61,216.53,paypal
502,60,915.86,bank_transfer
503,99,813.7,paypal
504,30,972.2,paypal
505,83,829.63,bank_transfer
506,27,685.17,paypal
507,68,231.74,bank_transfer
508,44,432.64,paypal
509,62,354.02,credit_card
510,30,155.6,bank_transfer
511,62,566.83,bank_transfer
512,54,366.3,bank_transfer
513,97,405.62,paypal
514,21,779.52,credit_card
515,58,674.12,paypal
516,21,105.21,bank_transfer
517,22,438.27,paypal
518,93,387.31,bank_transfer
519,64,271.68,credit_card
520,63,863.08,paypal
521,55,159.1,credit_card
522,17,30.84,credit_card
523,35,405.35,bank_transfer
524,3,390.34,credit_card
525,6,73.28,bank_transfer
526,47,748.63,credit_card
527,62,937.46,bank_transfer
528,91,680.75,credit_card
529,39,668.08,bank_transfer
530,20,766.58,bank_transfer
531,88,852.59,paypal
532,90,215.75,credit_card
533,37,810.74,bank_transfer
534,4,748.53,paypal
535,2,710.67,bank_transfer
536,6,583.74,credit_card
537,81,524.23,credit_card
538,24,459.44,paypal
539,35,437.38,credit_card
540,10,182.33,bank_transfer
541,80,502.39,paypal
542,56,808.19,paypal
543,35,529.64,bank_transfer
544,44,741.88,credit_card
545,5,39.34,paypal
546,73,334.9,paypal
547,69,189.48,paypal
548,66,395.0,credit_card
549,57,101.42,bank_transfer
550,65,128.7,paypal
551,49,21.75,bank_transfer
552,60,665.69,paypal
553,95,758.11,bank_transfer
554,17,851.05,bank_transfer
555,56,414.35,paypal
556,76,243.66,bank_transfer
557,53,432.07,bank_transfer
558,72,475.31,bank_transfer
559,21,128.16,credit_card
560,29,48.8,paypal
561,22,601.86,bank_transfer
562,50,756.43,credit_card
563,100,399.15,paypal
564,85,140.37,paypal
565,9,571.65,bank_transfer
566,1,988.98,bank_transfer
567,58,142.13,paypal
568,74,796.67,credit_card
569,46,636.22,paypal
570,51,315.23,bank_transfer
571,13,953.98,credit_card
572,32,633.33,credit_card
573,92,667.81,credit_card
574,54,907.72,paypal
575,60,713.17,bank_transfer
576,82,465.43,bank_transfer
577,96,784.61,bank_transfer
578,18,277.27,bank_transfer
579,86,404.12,bank_transfer
580,31,428.25,bank_transfer
581,9,405.0,bank_transfer
582,76,499.58,bank_transfer
583,29,919.42,credit_card
584,90,928.54,credit_card
585,15,67.99,credit_card
586,17,714.77,paypal
587,32,339.48,paypal
588,80,593.56,bank_transfer
589,28,122.0,credit_card
590,5,569.63,credit_card
591,92,506.9,paypal
592,5,28.96,bank_transfer
593,99,519.82,paypal
594,23,997.44,credit_card
595,73,521.52,credit_card
596,84,541.33,credit_card
597,7,225.38,paypal
598,63,750.49,bank_transfer
599,59,609.81,bank_transfer
600,17,89.82,paypal
601,81,495.96,bank_transfer
602,79,814.49,credit_card
603,92,132.32,paypal
604,53,984.18,credit_card
605,66,672.55,credit_card
606,47,822.24,paypal
607,39,120.99,bank_transfer
608,55,315.78,paypal
609,67,357.36,credit_card
610,16,585.38,credit_card
611,18,191.36,credit_card
612,27,96.06,paypal
613,61,763.72,paypal
614,28,368.87,bank_transfer
615,93,411.87,credit_card
616,34,417.15,bank_transfer
617,70,229.9,credit_card
618,78,108.23,credit_card
619,42,942.76,bank_transfer
620,42,979.01,paypal
621,32,714.63,bank_transfer
622,25,143.82,bank_transfer
623,99,897.49,credit_card
624,83,824.93,bank_transfer
625,17,240.24,bank_transfer
626,40,192.73,credit_card
627,87,455.96,bank_transfer
628,65,384.3,paypal
629,32,364.95,credit_card
630,85,533.71,bank_transfer
631,32,626.69,bank_transfer
632,14,213.65,bank_transfer
633,47,121.64,bank_transfer
634,30,23.59,credit_card
635,53,893.61,paypal
636,2,340.14,paypal
637,12,815.81,credit_card
638,82,443.7,credit_card
639,61,581.67,bank_transfer
640,1,691.85,paypal
641,83,105.15,paypal
642,67,110.6,paypal
643,9,156.82,credit_card
644,28,368.96,bank_transfer
645,5,109.12,paypal
646,47,92.33,bank_transfer
647,38,354.44,paypal
648,80,622.92,bank_transfer
649,58,658.23,credit_card
650,51,158.36,credit_card
651,69,823.99,paypal
652,46,916.86,credit_card
653,77,821.26,paypal
654,75,658.15,credit_card
655,2,112.66,bank_transfer
656,18,426.31,bank_transfer
657,100,27.25,bank_transfer
658,96,385.51,paypal
659,37,778.26,bank_transfer
660,69,738.26,bank_transfer
661,78,654.74,paypal
662,92,586.35,credit_card
663,35,98.25,bank_transfer
664,20,460.01,paypal
665,78,37.06,credit_card
666,65,444.07,paypal
667,23,135.3,bank_transfer
668,53,240.35,bank_transfer
669,27,186.79,paypal
670,7,862.6,bank_transfer
671,43,444.67,paypal
672,9,628.76,credit_card
673,98,741.91,bank_transfer
674,58,954.31,bank_transfer
675,18,224.71,credit_card
676,29,914.37,credit_card
677,72,70.81,bank_transfer
678,40,442.49,bank_transfer
679,80,106.97,bank_transfer
680,18,353.95,paypal
681,91,261.98,paypal
682,42,811.51,bank_transfer
683,27,698.79,bank_transfer
684,49,92.07,paypal
685,83,461.7,paypal
686,16,125.47,paypal
687,54,347.0,credit_card
688,64,742.67,credit_card
689,58,699.73,credit_card
690,46,216.95,paypal
691,29,70.29,credit_card
692,79,243.72,credit_card
693,8,850.52,paypal
694,52,433.54,credit_card
695,7,885.43,credit_card
696,33,440.77,paypal
697,1,717.43,bank_transfer
698,6,28.44,bank_transfer
699,67,489.2,credit_card
700,95,800.92,paypal
701,23,562.84,bank_transfer
702,29,589.96,paypal
703,41,124.26,bank_transfer
704,24,654.02,bank_transfer
705,16,474.25,paypal
706,17,769.46,bank_transfer
707,66,645.26,paypal
708,66,613.72,credit_card
709,11,151.83,paypal
710,61,611.09,paypal
711,38,132.12,credit_card
712,44,375.67,bank_transfer
713,63,521.25,paypal
714,50,461.33,bank_transfer
715,93,226.19,bank_transfer
716,49,929.46,paypal
717,39,184.58,paypal
718,77,209.1,paypal
719,62,967.56,paypal
720,90,329.0,bank_transfer
721,99,981.87,credit_card
722,59,78.2,paypal
723,93,221.39,paypal
724,58,604.6,credit_card
725,46,634.66,credit_card
726,64,471.16,bank_transfer
727,64,515.95,paypal
728,26,565.45,credit_card
729,97,688.23,paypal
730,97,112.48,bank_transfer
731,2,476.21,credit_card
732,72,217.42,bank_transfer
733,6,39.18,bank_transfer
734,32,320.58,credit_card
735,28,889.89,bank_transfer
736,53,236.82,credit_card
737,14,976.49,credit_card
738,8,398.57,paypal
739,49,727.63,credit_card
740,21,558.16,credit_card
741,44,191.9,bank_transfer
742,82,638.53,paypal
743,73,847.0,paypal
744,50,324.88,credit_card
745,27,837.02,credit_card
746,37,106.47,credit_card
747,56,882.56,paypal
