id,name,price,category_id
1,Marriage,213.7,9
2,Get,979.37,6
3,Community,754.29,7
4,Check,986.28,9
5,Apply,492.96,9
6,Yard,708.79,3
7,Catch,520.77,5
8,Ability,136.55,5
9,Machine,500.53,4
10,Per,848.89,8
11,Dog,630.49,8
12,Save,190.41,6
13,Note,32.86,3
14,Fight,932.26,7
15,Player,264.75,2
16,Much,165.72,9
17,Fall,150.58,8
18,Treat,894.35,10
19,Upon,265.15,6
20,Although,427.83,5
21,Within,22.2,9
22,Still,494.91,1
23,Ago,776.38,9
24,Alone,707.56,2
25,Call,196.6,10
26,Score,309.3,4
27,Win,122.83,9
28,Page,117.93,5
29,Middle,65.4,1
30,Once,950.06,10
31,Beautiful,717.76,5
32,Special,10.35,2
33,World,774.79,1
34,Realize,915.57,5
35,Force,614.92,10
36,Sign,181.71,10
37,Tend,689.48,6
38,Tonight,413.93,6
39,Republican,177.35,3
40,Doctor,194.98,2
41,Hold,306.39,9
42,Avoid,229.96,1
43,Western,661.0,1
44,Back,320.77,5
45,Leave,549.33,7
46,Should,566.08,5
47,Past,643.14,8
48,Suffer,784.5,3
49,Require,391.26,10
50,Report,81.76,5
51,Kind,181.43,6
52,Science,430.19,7
53,Agree,376.9,8
54,Later,399.73,3
55,Population,620.99,1
56,Right,823.06,9
57,Move,981.71,7
58,Party,757.15,4
59,Campaign,162.59,3
60,Move,732.86,1
61,Large,88.38,10
62,Under,889.44,3
63,Bar,597.88,8
64,Take,168.31,3
65,Middle,742.29,3
66,Dog,839.68,5
67,Hotel,632.37,9
68,Probably,173.64,8
69,Page,711.45,10
70,Prove,609.36,7
71,Entire,614.69,8
72,Decide,851.19,2
73,Small,167.85,5
74,Community,357.65,4
75,Under,39.84,5
76,Laugh,369.52,4
77,Rule,140.24,9
78,Fact,583.12,5
79,Design,410.94,10
80,View,330.15,5
81,Perform,399.14,6
82,Bad,608.56,3
83,Herself,611.27,9
84,Final,656.95,1
85,Range,901.22,3
86,Shoulder,961.57,1
87,Arm,684.41,2
88,Maybe,981.93,8
89,Add,207.98,10
90,Whose,76.35,9
91,Before,533.45,9
92,Toward,313.44,8
93,Compare,517.05,2
94,Employee,916.98,9
95,Leg,133.95,3
96,Including,18.71,4
97,Order,600.85,2
98,Case,196.52,8
99,Include,287.79,6
100,Fear,211.24,7
101,Building,327.43,9
102,Society,170.5,9
103,Note,718.64,6
104,Future,709.28,5
105,Education,341.41,3
106,Right,265.7,10
107,Decision,760.82,4
108,Fine,726.53,5
109,House,748.43,7
110,Deal,546.95,1
111,Magazine,742.54,3
112,Although,563.29,7
113,Voice,887.92,8
114,Two,220.82,9
115,Respond,323.66,7
116,Town,641.77,4
117,Focus,465.49,1
118,Vote,342.43,2
119,The,212.21,10
120,Play,965.11,7
121,Dark,341.96,10
122,Crime,841.42,8
123,Live,60.92,7
124,Medical,129.85,3
125,Television,786.56,9
126,Degree,616.99,7
127,Throughout,502.08,5
128,Student,450.37,9
129,Appear,773.85,7
130,White,582.92,3
131,Rest,63.95,7
132,Hit,802.0,5
133,Behind,552.48,4
134,Trial,216.73,8
135,All,816.81,9
136,Dark,379.57,9
137,Chair,692.36,5
138,She,291.13,3
139,So,302.21,5
140,Room,642.56,10
141,Truth,553.85,2
142,Traditional,192.54,10
143,Wish,110.82,7
144,Writer,679.86,8
145,Late,382.77,3
146,Fish,670.19,7
147,Minute,606.77,9
148,Even,689.14,7
149,Develop,502.74,6
150,Message,497.42,7
151,Article,110.78,2
152,Trade,468.37,10
153,This,646.69,7
154,According,26.32,2
155,There,693.79,2
156,Under,741.24,3
157,Edge,940.31,2
158,Wrong,112.28,3
159,Use,992.02,7
160,Speech,534.0,5
161,Simply,648.67,8
162,Letter,217.47,9
163,Carry,35.45,5
164,Wife,254.4,6
165,Future,567.97,2
166,Year,980.97,8
167,Street,744.88,7
168,Commercial,158.75,2
169,Can,461.06,7
170,Bar,362.94,2
171,Around,902.66,2
172,Simple,53.98,9
173,Leave,66.88,2
174,Form,526.62,3
175,Information,156.68,7
176,Executive,519.79,10
177,Lay,988.4,3
178,Month,513.95,4
179,Quality,169.49,1
180,Carry,477.34,7
181,Contain,375.75,1
182,However,446.91,3
183,Will,20.48,5
184,Bring,815.83,2
185,Might,808.64,5
186,World,655.51,4
187,Bring,597.55,5
188,Already,694.32,3
189,Hundred,563.49,7
190,Head,54.3,5
191,Once,832.58,7
192,Smile,926.91,9
193,Individual,73.33,3
194,Answer,725.2,6
195,Old,638.2,7
196,Single,291.9,9
197,Age,739.18,7
198,Religious,194.7,8
199,True,35.17,4
200,Magazine,116.51,4
201,Security,405.14,4
202,Low,895.32,4
203,Sound,374.77,10
204,Main,477.17,2
205,Black,18.1,7
206,Blue,490.51,7
207,Street,350.48,1
208,Her,170.37,4
209,Receive,325.87,6
210,Beat,944.93,10
211,Nor,538.25,7
212,Entire,341.0,1
213,Head,19.36,3
214,Cold,336.56,4
215,Second,948.16,7
216,Field,480.77,3
217,Congress,766.65,7
218,Blood,483.01,4
219,Tonight,21.8,10
220,Region,351.71,7
221,Everything,676.22,2
222,Put,997.69,1
223,Actually,255.72,6
224,Color,123.71,5
225,Hair,421.77,6
226,Little,663.37,9
227,Third,736.13,3
228,Article,90.41,2
229,Business,631.99,6
230,Own,317.62,3
231,Relationship,232.3,2
232,Line,372.85,6
233,Newspaper,668.67,9
234,Common,727.07,2
235,Better,896.64,8
236,Two,205.81,7
237,Final,379.29,2
238,Loss,48.56,7
239,Not,876.73,8
240,Through,121.07,10
241,Argue,302.19,2
242,Although,762.5,5
243,Visit,423.64,4
244,Black,231.48,10
245,Would,57.31,3
246,Make,743.84,3
247,Test,807.46,9
248,Ready,169.35,3
249,Magazine,784.3,9
250,Agent,740.51,6
251,Mr,350.7,2
252,Need,402.93,10
253,Hospital,916.49,10
254,Worry,274.23,8
255,Speak,428.97,10
256,Space,976.42,6
257,Anything,201.89,6
258,None,564.39,9
259,Forward,616.49,7
260,Culture,531.99,10
261,In,90.32,3
262,Way,778.42,8
263,Food,155.59,10
264,Experience,676.61,4
265,Answer,972.07,10
266,Child,61.26,5
267,Military,596.03,3
268,Public,270.09,3
269,Wrong,203.69,7
270,Choose,273.86,6
271,Store,64.88,3
272,Employee,821.75,3
273,Him,904.45,4
274,Rate,321.83,2
275,He,864.96,9
276,Whole,455.79,4
277,Type,181.85,3
278,Speech,99.06,6
279,Itself,10.13,10
280,Expert,854.9,4
281,Break,707.86,6
282,Professor,28.1,3
283,Since,369.92,1
284,Poor,212.49,3
285,Major,369.71,4
286,Yard,931.7,1
287,Themselves,649.7,9
288,Artist,444.22,1
289,Town,43.0,6
290,Within,85.71,5
291,Police,405.23,9
292,Include,689.46,3
293,Hand,162.48,7
294,Order,790.17,4
295,Hotel,321.37,8
296,Speak,202.92,7
297,Finally,635.16,2
298,What,420.53,7
299,Tree,850.82,9
300,Huge,636.73,6
301,Close,850.32,7
302,Relate,699.58,1
303,Join,389.81,4
304,Southern,445.45,8
305,Card,119.58,4
306,Only,175.6,2
307,Case,63.89,10
308,Improve,116.86,1
309,Not,380.81,1
310,No,665.37,7
311,Easy,367.02,7
312,Test,608.78,1
313,Different,750.36,4
314,Chance,23.17,8
315,Ever,388.13,1
316,Shake,90.73,5
317,Field,577.95,10
318,Former,578.56,3
319,Sea,890.42,1
320,Brother,856.13,5
321,Shake,976.7,8
322,Experience,233.99,8
323,There,535.12,7
324,Remember,812.54,7
325,Become,721.92,2
326,Resource,972.55,6
327,He,715.69,7
328,Yeah,402.19,5
329,Million,584.82,1
330,Instead,654.39,9
331,Identify,600.48,8
332,Rock,332.52,4
333,Always,742.26,9
334,Admit,938.52,9
335,Theory,977.0,9
336,Task,957.25,2
337,Chance,755.48,6
338,Ask,70.62,10
339,Much,745.73,10
340,Movie,339.59,4
341,Mrs,53.75,4
342,Number,621.78,2
343,Democrat,400.15,5
344,Career,245.69,6
345,Today,131.11,5
346,Age,584.53,3
347,Create,652.28,2
348,Speech,438.0,1
349,Themselves,714.44,9
350,Baby,567.28,7
351,Bar,259.85,2
352,Happen,873.81,3
353,Bit,646.49,4
354,Give,327.57,9
355,Begin,293.21,4
356,Hair,698.04,7
357,Ground,845.66,3
358,Debate,314.88,9
359,Author,165.61,10
360,Head,509.9,3
361,Play,417.82,10
362,Tell,57.21,8
363,Just,178.56,2
364,Them,40.52,3
365,Movement,661.61,1
366,Box,372.27,1
367,New,993.82,9
368,Sort,372.8,8
369,Ball,309.34,1
370,Think,328.58,2
371,Black,652.66,7
372,Specific,741.85,4
373,Rich,531.89,10
374,Finish,732.79,7
375,We,189.06,10
376,Team,707.22,4
377,Imagine,23.81,2
378,Possible,689.14,9
379,Tough,140.63,5
380,Interest,600.12,8
381,Hair,698.88,1
382,Study,531.78,8
383,Kind,405.05,10
384,Rule,135.59,7
385,Little,691.05,4
386,Action,259.19,6
387,No,296.26,6
388,Let,798.2,10
389,Sport,909.0,2
390,Foot,142.4,10
391,Start,555.64,8
392,Since,896.48,8
393,Some,181.77,10
394,Push,30.88,9
395,Though,643.59,5
396,Gas,730.49,10
397,Second,56.13,3
398,Claim,46.08,8
399,Business,446.21,1
400,Including,279.3,8
401,Act,212.18,4
402,Without,642.4,5
403,Type,375.34,10
404,Call,18.36,8
405,Their,456.3,6
406,Suffer,245.85,3
407,Effort,125.78,4
408,Alone,291.81,1
409,Whose,892.82,10
410,Draw,328.84,3
411,To,312.19,5
412,Long,969.37,9
