id,user_id,product_id,quantity,order_date
1,97,36,4,2025-06-13
2,9,37,2,2025-06-11
3,61,43,5,2025-06-20
4,45,45,2,2025-06-03
5,37,28,2,2025-05-25
6,53,99,4,2025-05-28
7,84,93,5,2025-05-28
8,97,84,3,2025-06-10
9,38,25,2,2025-05-25
10,76,71,5,2025-06-07
11,29,87,1,2025-06-16
12,22,2,5,2025-06-12
13,41,4,5,2025-06-11
14,57,79,4,2025-06-02
15,64,6,2,2025-05-31
16,32,96,4,2025-06-04
17,44,49,4,2025-05-29
18,87,7,5,2025-06-03
19,84,1,1,2025-05-25
20,52,4,1,2025-06-09
21,20,34,5,2025-06-13
22,30,65,4,2025-06-01
23,19,35,5,2025-06-17
24,70,54,2,2025-06-12
25,19,3,1,2025-05-30
26,58,57,5,2025-05-27
27,22,40,2,2025-06-19
28,27,100,3,2025-05-29
29,58,80,3,2025-06-19
30,48,99,3,2025-05-28
31,32,94,5,2025-05-29
32,9,99,5,2025-06-22
33,27,23,1,2025-06-08
34,13,17,4,2025-05-30
35,90,92,2,2025-05-26
36,85,96,3,2025-06-14
37,30,22,2,2025-06-23
38,72,68,1,2025-06-18
39,24,5,5,2025-05-27
40,44,23,2,2025-06-08
41,15,40,4,2025-06-19
42,39,56,4,2025-06-09
43,70,2,3,2025-05-29
44,57,26,5,2025-06-07
45,46,79,2,2025-06-16
46,40,40,1,2025-06-03
47,83,99,3,2025-06-13
48,84,15,1,2025-05-31
49,33,19,1,2025-06-09
50,8,72,5,2025-05-26
51,31,84,5,2025-05-28
52,16,89,1,2025-06-07
53,52,38,1,2025-05-28
54,51,35,2,2025-06-06
55,94,34,2,2025-06-15
56,78,89,1,2025-06-21
57,3,22,1,2025-05-30
58,85,59,4,2025-06-20
59,50,18,5,2025-05-25
60,32,42,4,2025-06-04
61,30,58,2,2025-06-10
62,69,18,3,2025-05-25
63,82,73,5,2025-06-19
64,41,27,3,2025-06-07
65,42,22,3,2025-06-20
66,44,37,5,2025-06-12
67,65,83,2,2025-06-13
68,7,41,3,2025-05-29
69,69,76,1,2025-05-25
70,5,48,1,2025-05-30
71,78,88,3,2025-06-17
72,96,99,4,2025-06-17
73,90,41,5,2025-06-03
74,85,78,1,2025-05-25
75,43,95,2,2025-05-28
76,65,57,2,2025-06-06
77,58,14,3,2025-06-18
78,49,42,2,2025-05-26
79,99,84,4,2025-06-11
80,37,5,4,2025-06-16
81,31,43,5,2025-06-20
82,79,39,1,2025-06-18
83,38,16,3,2025-05-28
84,22,33,3,2025-06-17
85,38,80,5,2025-05-28
86,17,96,4,2025-06-15
87,1,1,4,2025-06-22
88,74,87,4,2025-05-28
89,82,95,1,2025-05-27
90,38,8,3,2025-06-08
91,36,82,3,2025-06-10
92,86,98,5,2025-06-02
93,59,61,4,2025-06-21
94,82,39,2,2025-06-16
95,10,97,3,2025-06-03
96,5,15,2,2025-06-17
97,75,25,1,2025-06-09
98,98,51,1,2025-05-31
99,77,30,4,2025-05-28
100,94,11,1,2025-06-23
101,8,15,3,2025-05-27
102,61,55,5,2025-06-16
103,28,12,1,2025-05-25
104,41,79,2,2025-06-11
105,11,61,3,2025-06-08
106,43,34,5,2025-06-23
107,26,99,5,2025-05-25
108,12,51,5,2025-06-18
109,58,74,5,2025-06-15
110,57,66,1,2025-05-26
111,95,54,1,2025-06-07
112,7,15,3,2025-06-22
113,1,22,2,2025-06-08
114,67,93,1,2025-06-09
115,52,94,3,2025-05-26
116,12,87,1,2025-06-18
117,100,8,4,2025-06-05
118,51,29,3,2025-05-28
119,83,53,3,2025-06-10
120,54,87,2,2025-05-31
121,18,96,4,2025-06-02
122,19,48,5,2025-06-09
123,16,58,5,2025-06-06
124,55,66,5,2025-06-07
125,54,44,1,2025-06-01
126,14,6,1,2025-06-19
127,61,84,1,2025-06-08
128,17,41,3,2025-06-15
129,41,66,5,2025-06-17
130,16,91,2,2025-06-11
131,27,73,2,2025-05-30
132,9,65,2,2025-05-29
133,31,81,5,2025-05-27
134,84,6,1,2025-06-12
135,4,94,5,2025-06-07
136,42,4,3,2025-06-17
137,90,71,2,2025-06-05
138,58,42,4,2025-06-13
139,5,95,1,2025-06-17
140,100,54,4,2025-06-10
141,93,71,5,2025-06-08
142,35,5,4,2025-05-31
143,80,31,2,2025-06-17
144,92,73,2,2025-05-30
145,99,51,3,2025-06-05
146,60,42,5,2025-06-14
147,22,60,5,2025-05-25
148,60,21,5,2025-06-11
149,28,31,3,2025-06-08
150,31,84,1,2025-05-28
151,100,26,4,2025-06-02
152,75,31,4,2025-06-12
153,22,15,2,2025-06-21
154,66,10,5,2025-06-14
155,67,60,4,2025-05-28
156,20,89,4,2025-06-22
157,96,9,5,2025-06-20
158,90,3,2,2025-05-30
159,17,71,2,2025-05-27
160,39,88,5,2025-06-22
161,88,94,2,2025-06-11
162,15,10,1,2025-06-18
163,53,52,3,2025-06-23
164,31,58,5,2025-06-04
165,69,52,5,2025-06-08
166,66,90,2,2025-05-27
167,98,75,1,2025-06-18
168,15,30,4,2025-06-02
169,87,21,4,2025-06-06
170,62,62,2,2025-06-05
171,41,87,2,2025-05-27
172,58,90,4,2025-06-23
173,10,48,5,2025-06-06
174,27,74,3,2025-06-14
175,60,92,3,2025-05-25
176,42,3,1,2025-06-02
177,58,7,2,2025-05-25
178,100,77,3,2025-06-04
179,49,10,4,2025-06-20
180,88,66,2,2025-06-01
181,99,81,3,2025-06-15
182,84,18,2,2025-06-17
183,92,71,1,2025-06-21
184,70,23,2,2025-05-27
185,39,52,1,2025-06-20
186,36,88,4,2025-06-14
187,53,14,5,2025-06-08
188,79,44,3,2025-05-28
189,52,4,2,2025-06-07
190,11,77,4,2025-06-22
191,96,97,4,2025-05-28
192,83,19,3,2025-06-09
193,89,40,5,2025-06-09
194,8,51,2,2025-05-27
195,79,70,1,2025-06-16
196,24,68,1,2025-06-18
197,73,74,1,2025-06-14
198,47,73,1,2025-05-27
199,77,99,5,2025-06-12
200,18,20,5,2025-06-17
201,84,76,3,2025-06-01
202,38,44,2,2025-06-13
203,86,26,3,2025-05-31
204,59,49,2,2025-06-04
205,64,49,1,2025-06-11
206,38,9,5,2025-06-03
207,90,62,1,2025-06-11
208,17,55,2,2025-05-26
209,71,50,4,2025-06-13
210,73,62,3,2025-06-16
211,92,74,4,2025-06-07
212,59,58,2,2025-06-15
